text,sense,label,ind,new_label
"five minutes after having left the beach , the reporter and his two companions arrived at a sort of excavation , hollowed out at the back of a high mound .","('sort', 'sorte', 'especie')",0,17,0
"the brig , irresistibly raised on a sort of water - spout , had just split in two , and in less than ten seconds she was swallowed up with all her criminal crew !","('sort', 'sorte', 'especie')",0,7,0
"cyrus harding and ayrton had scarcely reached the corral when a sort of black snow like fine gunpowder fell , and instantly changed the appearance of the soil .","('sort', 'sorte', 'especie')",0,11,0
"on the 30th of april , the two sportsmen were in the depth of the far west , when the reporter , preceding herbert a few paces , arrived in a sort of clearing , into which the trees more sparsely scattered had permitted a few rays to penetrate .","('sort', 'sorte', 'especie')",0,31,0
"top , who took special charge of the fauna , ran through the grass and brushwood , putting up all sorts of game .","('sort', 'sorte', 'especie')",1,20,0
"pencroft prepared to keep his promise by constructing a sort of raft , on which to make the passage of the mercy .","('sort', 'sorte', 'especie')",0,9,0
"aramis , in a black gown , his head enveloped in a sort of round flat cap , not much unlike a calotte , was seated before an oblong table , covered with rolls of paper and enormous volumes in folio . at his right hand was placed the superior of the jesuits , and on his left the curate of montdidier .","('sort', 'sorte', 'especie')",1,12,0
"he was seized with a sort of trembling , and remained a few moments without being able to articulate a word .","('sort', 'sorte', 'especie')",0,5,0
"all the mundane objects that generally strike the eye on entering the room of a young man , particularly when that young man is a musketeer , had disappeared as if by enchantment ; and for fear , no doubt , that the sight of them might bring his master back to ideas of this world , bazin had laid his hands upon sword , pistols , plumed hat , and embroideries and laces of all kinds and sorts .","('sort', 'sorte', 'especie')",1,78,0
""" then you comprehend it would be only a question of time , a sort of race , which should arrive first .","('sort', 'sorte', 'especie')",1,14,0
"finally this long night was over . my imperfect memories wo n't let me recall my every impression of it . a single detail comes back to me . several times , during various lulls of wind and sea , i thought i heard indistinct sounds , a sort of elusive harmony produced by distant musical chords . what was the secret behind this underwater navigating , whose explanation the whole world had sought in vain ? what beings lived inside this strange boat ? what mechanical force allowed it to move about with such prodigious speed ?","('sort', 'sorte', 'especie')",0,48,0
"daylight appeared . the morning mists surrounded us , but they soon broke up . i was about to proceed with a careful examination of the hull , whose topside formed a sort of horizontal platform , when i felt it sinking little by little .","('sort', 'sorte', 'especie')",0,32,0
"in the meantime d’artagnan , who had plunged into a bypath , continued his route and reached st . cloud ; but instead of following the main street he turned behind the chateau , reached a sort of retired lane , and found himself soon in front of the pavilion named .","('sort', 'sorte', 'especie')",1,36,0
"he knew the king of old , and he knew that all these complaints were but a preface -- a sort of excitation to encourage himself -- and that he had now come to his point at last .","('sort', 'sorte', 'especie')",1,20,0
"they dragged with them a sort of rough cart , which replaced the former inconvenient hurdle , and brought back some thousands of oysters , which soon increased among the rocks and formed a bed at the mouth of the mercy .","('sort', 'sorte', 'especie')",0,5,0
"the settlers listened and they thought they heard a sort of chuckling laugh , of which they could not guess the origin .","('sort', 'sorte', 'especie')",0,9,0
"there was no want of meat , nor of vegetable products ; those ligneous roots which they had found , when subjected to fermentation , gave them an acid drink , which was preferable to cold water ; they also made sugar , without canes or beet - roots , by collecting the liquor which distils from the "" acer saceharinum , "" a sort of maple - tree , which flourishes in all the temperate zones , and of which the island possessed a great number ; they made a very agreeable tea by employing the herbs brought from the warren ; lastly , they had an abundance of salt , the only mineral which is used in food ... but bread was wanting .","('sort', 'sorte', 'especie')",0,64,0
"arrived at the summit of the mound , pencroft and his two companions set to work , with no other tools than their hands , to despoil of its principal branches a rather sickly tree , a sort of marine fir ; with these branches they made a litter , on which , covered with grass and leaves , they could carry the engineer .","('sort', 'sorte', 'especie')",0,37,0
"mr . fogg , aouda , and passepartout were conducted to a palkigahri , a sort of four - wheeled carriage , drawn by two horses , in which they took their places and were driven away . no one spoke during the twenty minutes which elapsed before they reached their destination . they first passed through the "" black town , "" with its narrow streets , its miserable , dirty huts , and squalid population ; then through the "" european town , "" which presented a relief in its bright brick mansions , shaded by coconut - trees and bristling with masts , where , although it was early morning , elegantly dressed horsemen and handsome equipages were passing back and forth .","('sort', 'sorte', 'especie')",0,15,0
"after saying these words , he invited the strangers to come into his house . his two daughters and two sons presented them with divers sorts of sherbet of their own making ; besides caymac , heightened with the peels of candied citrons , oranges , lemons , pineapples , pistachio nuts , and mocha coffee unadulterated with the bad coffee of batavia or the american islands . after which the two daughters of this good mussulman perfumed the beards of candide , pangloss , and martin .","('sort', 'sorte', 'especie')",0,25,0
"from this place , to its extreme limit in the west , it only formed a sort of declivity , a thick mass of stones , earth , and sand , bound together by plants , bushes , and grass inclined at an angle of only forty - five degrees .","('sort', 'sorte', 'especie')",0,16,0
"just then , ignoring my presence , the captain opened this cabinet , a sort of safe that contained a large number of ingots .","('sort', 'sorte', 'especie')",0,14,0
"at this locality we stood in the center of a huge clearing surrounded by the tall tree forms of this underwater forest . our lamps cast a sort of brilliant twilight over the area , making inordinately long shadows on the seafloor . past the boundaries of the clearing , the darkness deepened again , relieved only by little sparkles given off by the sharp crests of coral .","('sort', 'sorte', 'especie')",0,27,0
"they were foxes , but of a very large size , who uttered a sort of barking , at which top seemed to be very much astonished , for he stopped short in the chase , and gave the swift animals time to disappear .","('sort', 'sorte', 'especie')",0,14,0
