text,sense,label,ind,new_label
""" yes , yes ! "" said felton , passing his hands over his brow , covered with sweat , as if to remove his last doubt . "" yes , i recognize the voice which speaks to me in my dreams ; yes , i recognize the features of the angel who appears to me every night , crying to my soul , which can not sleep : ’ strike , save england , save thyself -- for thou wilt die without having appeased god ! ’","('speak', 'parle', 'hablar')",1,36,1
"properly speaking , the sargasso sea covers every submerged part of atlantis . certain authors have even held that the many weeds strewn over this sea were torn loose from the prairies of that ancient continent . but it 's more likely that these grasses , algae , and fucus plants were carried off from the beaches of europe and america , then taken as far as this zone by the gulf stream . this is one of the reasons why christopher columbus assumed the existence of a new world . when the ships of that bold investigator arrived in the sargasso sea , they had great difficulty navigating in the midst of these weeds , which , much to their crews ' dismay , slowed them down to a halt ; and they wasted three long weeks crossing this sector .","('speak', 'parler', 'hablar')",0,1,0
""" you see the address , "" said the queen , speaking so low that mme . bonacieux could hardly hear what she said , "" to my lord duke of buckingham , london . ""","('speak', 'parler', 'hablar')",0,11,0
"he was , we repeat , handsome , young , and bold ; he spoke of love like a man who did love and was anxious to be loved in return . there was certainly enough in all this to turn a head only twenty - three years old , and mme . bonacieux had just attained that happy period of life .","('speak', 'parler', 'hablar')",0,14,0
"the king therefore arose a minute after , and putting the money which lay before him into his pocket , the major part of which arose from his winnings , "" la vieuville , "" said he , "" take my place ; i must speak to monsieur de treville on an affair of importance .","('speak', 'parle', 'hablar')",1,45,1
"at last , in an hour after the scene we have just described , she heard someone speaking in a low voice at the door . presently the door opened , and she perceived felton .","('speak', 'parler', 'hablar')",0,17,0
"neb had evidently something to say , for he opened his mouth to speak and yet said nothing .","('speak', 'parler', 'hablar')",0,13,0
""" well , eighteen , then . and i saw you with him the other night at the opera . "" she laughed nervously as she spoke , and watched him with her vague forget - me - not eyes . she was a curious woman , whose dresses always looked as if they had been designed in a rage and put on in a tempest . she was usually in love with somebody , and , as her passion was never returned , she had kept all her illusions . she tried to look picturesque , but only succeeded in being untidy . her name was victoria , and she had a perfect mania for going to church .","('speak', 'parler', 'hablar')",0,26,0
"cyrus harding and the boy walked near each other , without speaking .","('speak', 'parler', 'hablar')",0,11,0
"without speaking of the complete rig which would serve for the vessel now on the stocks , utensils and tools of all sorts , weapons and ammunition , clothes and instruments , were now piled in the storerooms of granite house .","('speak', 'parler', 'hablar')",0,1,0
"without speaking , without smiling , without seeming to recognise in me a human being , he only twined my waist with his arm and riveted me to his side .","('speak', 'parler', 'hablar')",0,1,0
""" speak away , captain , "" answered the sailor .","('speak', 'parler', 'hablar')",0,1,0
""" adele , "" i inquired , "" with whom did you live when you were in that pretty clean town you spoke of ? ""","('speak', 'parler', 'hablar')",0,22,0
"under any other circumstances he would have reprimanded the soldier for indulging in such pleasantry , but his conscience murmured too loud for his mouth to dare speak .","('speak', 'parler', 'hablar')",0,27,0
"speak , then , i am all ears . ""","('speak', 'parle', 'hablar')",1,0,1
"at ten in the morning , at last , we set our feet in copenhagen ; the luggage was put upon a carriage and taken with ourselves to the phoenix hotel in breda gate . this took half an hour , for the station is out of the town . then my uncle , after a hasty toilet , dragged me after him . the porter at the hotel could speak german and english ; but the professor , as a polyglot , questioned him in good danish , and it was in the same language that that personage directed him to the museum of northern antiquities .","('speak', 'parler', 'hablar')",0,70,0
""" with difficulty , but he can speak . ""","('speak', 'parle', 'hablar')",1,7,1
""" well , monsieur , let us go to him . let us adjure him , in the name of the god before whom he must perhaps appear , to speak the truth .","('speak', 'dire', 'decir')",2,30,2
"thin - lipped wisdom spoke at her from the worn chair , hinted at prudence , quoted from that book of cowardice whose author apes the name of common sense . she did not listen . she was free in her prison of passion . her prince , prince charming , was with her . she had called on memory to remake him . she had sent her soul to search for him , and it had brought him back . his kiss burned again upon her mouth . her eyelids were warm with his breath .","('speak', 'parler', 'hablar')",0,4,0
"then wisdom altered its method and spoke of espial and discovery . this young man might be rich . if so , marriage should be thought of . against the shell of her ear broke the waves of worldly cunning . the arrows of craft shot by her . she saw the thin lips moving , and smiled .","('speak', 'parler', 'hablar')",0,6,0
"suddenly she felt the need to speak . the wordy silence troubled her . "" mother , mother , "" she cried , "" why does he love me so much ? i know why i love him . i love him because he is like what love himself should be . but what does he see in me ? i am not worthy of him . and yet -- why , i can not tell -- though i feel so much beneath him , i do n't feel humble . i feel proud , terribly proud . mother , did you love my father as i love prince charming ? ""","('speak', 'parler', 'hablar')",0,6,0
"at the moment she spoke these words a rap on the ceiling made her raise her head , and a voice which reached her through the ceiling cried , "" dear madame bonacieux , open for me the little door on the alley , and i will come down to you . ""","('speak', 'dire', 'decir')",2,4,2
""" wretch , "" cried d’artagnan , "" speak quickly ! who employed you to assassinate me ? ""","('speak', 'parle', 'hablar')",1,8,1
""" oh , yes , him ! i know him ; not personally , but from having heard the queen speak of him more than once as a brave and loyal gentleman . ""","('speak', 'parler', 'hablar')",0,20,0
i had hardly ever seen a handsome youth ; never in my life spoken to one .,"('speak', 'parler', 'hablar')",0,13,0
"it is enough to say , without applying this poetical rhapsody to aouda , that she was a charming woman , in all the european acceptation of the phrase . she spoke english with great purity , and the guide had not exaggerated in saying that the young parsee had been transformed by her bringing up .","('speak', 'parler', 'hablar')",0,31,0
""" you spoke of a retirement , sir ; and retirement and solitude are dull : too dull for you . ""","('speak', 'parler', 'hablar')",0,2,0
"one resource still left was to speak english . perhaps they would be familiar with this nearly universal language . but i only knew it , as i did the german language , well enough to read it fluently , not well enough to speak it correctly . here , however , our overriding need was to make ourselves understood .","('speak', 'parler', 'hablar')",0,6,0
""" this is outrageous ! "" ned land shouted , exploding for the twentieth time . "" i ask you ! we speak french , english , german , and latin to these rogues , and neither of them has the decency to even answer back ! ""","('speak', 'parle', 'hablar')",1,22,1
""" yes , i was chasing a cyclopides . he is very rare and seldom found in the late autumn . what a pity that i should have missed him ! "" he spoke unconcernedly , but his small light eyes glanced incessantly from the girl to me .","('speak', 'parler', 'hablar')",0,33,0
my uncle 's eyes and mine met . he hesitated . this direct question went to the root of the matter . but after a moment 's reflection he decided on speaking .,"('speak', 'parler', 'hablar')",0,31,0
""" la chesnaye , "" said the king , "" let someone go instantly and find monsieur de la tremouille ; i wish to speak with him this evening . ""","('speak', 'parler', 'hablar')",0,24,0
athos spoke this in so natural a manner that d’artagnan was shaken in his conviction .,"('speak', 'dire', 'decir')",2,1,2
""" it is that , then , "" replied the young man , anxious to find out the truth , "" it is that , then , i remember as we remember a dream . we were speaking of hanging . ""","('speak', 'parler', 'hablar')",0,37,0
cyrus harding spoke in a tone of such thorough conviction that no objection was raised .,"('speak', 'parler', 'hablar')",0,2,0
"does your majesty require anything further ? speak , i am ready to obey . ""","('speak', 'parle', 'hablar')",1,7,1
""" i would ask you one more question , miss stapleton . if you meant no more than this when you first spoke to me , why should you not wish your brother to overhear what you said ? there is nothing to which he , or anyone else , could object . ""","('speak', 'parler', 'hablar')",0,22,0
""" ’ listen ! ’ said he . ’ i give you the rest of tonight and all day tomorrow . reflect : promise to be silent , and riches , consideration , even honor , shall surround you ; threaten to speak , and i will condemn you to infamy . ’","('speak', 'parler', 'hablar')",0,42,0
"but listen ; they appear to be speaking of me . ""","('speak', 'parler', 'hablar')",0,7,0
""" complaining does n't have to do good , it just feels good ! and if these pirates -- i say pirates out of consideration for the professor 's feelings , since he does n't want us to call them cannibals-- if these pirates think they 're going to smother me in this cage without hearing what cusswords spice up my outbursts , they 've got another think coming ! look here , professor aronnax , speak frankly . how long do you figure they 'll keep us in this iron box ? ""","('speak', 'parler', 'hablar')",0,76,0
""" yes ; an inhabitant of that peninsula . he is an eider - down hunter , and very clever . he speaks danish perfectly . ""","('speak', 'parle', 'hablar')",1,22,1
"and , while thus speaking , the sailor never left the glass .","('speak', 'parler', 'hablar')",0,4,0
""" without speaking to anyone but yourself ? ""","('speak', 'parler', 'hablar')",0,2,0
it was the ship 's commander who had just spoken .,"('speak', 'parler', 'hablar')",0,9,0
""" nothing , sir . "" his agitation was so great that he could hardly speak , and the shadows sprang up and down from the shaking of his candle . "" it was the window , sir . i go round at night to see that they are fastened . ""","('speak', 'parler', 'hablar')",0,15,0
and the engineer said this in such a peculiar voice that it was difficult to know whether he spoke seriously or not .,"('speak', 'parler', 'hablar')",0,18,0
yet she was curiously listless . she showed no sign of joy when her eyes rested on romeo . the few words she had to speak —,"('speak', 'dire', 'decir')",2,25,2
"this expression rather disturbed fix , without his knowing why . had the frenchman guessed his real purpose ? he knew not what to think . but how could passepartout have discovered that he was a detective ? yet , in speaking as he did , the man evidently meant more than he expressed .","('speak', 'parler', 'hablar')",0,41,0
be it understood we are speaking of athos .,"('speak', 'parler', 'hablar')",0,5,0
he never spoke of women .,"('speak', 'parler', 'hablar')",0,2,0
""" speak , then , i am all attention . ""","('speak', 'dire', 'decir')",2,1,2
"he never spoke to him , except under the most extraordinary occasions .","('speak', 'parler', 'hablar')",0,2,0
""" well ; buckingham heard by some means , no doubt , of my return . he spoke of me to lord de winter , already prejudiced against me , and told him that his sister - in - law was a prostitute , a branded woman .","('speak', 'parler', 'hablar')",0,17,0
on these days he spoke a little .,"('speak', 'parler', 'hablar')",0,4,0
"porthos , as we have seen , had a character exactly opposite to that of athos . he not only talked much , but he talked loudly , little caring , we must render him that justice , whether anybody listened to him or not . he talked for the pleasure of talking and for the pleasure of hearing himself talk . he spoke upon all subjects except the sciences , alleging in this respect the inveterate hatred he had borne to scholars from his childhood .","('speak', 'parler', 'hablar')",0,63,0
"gideon spilett , a talented reporter , having learned everything so as to be able to speak of everything , would contribute largely with his head and hands to the colonization of the island .","('speak', 'parler', 'hablar')",0,16,0
""" and you , my dear companion , "" said he , "" you speak of the baronesses , countesses , and princesses of others ? ""","('speak', 'parler', 'hablar')",0,14,0
""" pardieu ! i spoke of them because porthos talked of them himself , because he had paraded all these fine things before me .","('speak', 'parler', 'hablar')",0,4,0
""" i may have spoken too warmly , sir , "" said he , "" and if i have , i am sure that i beg your pardon . at the same time , i was very much surprised when i heard you two gentlemen come back this morning and learned that you had been chasing selden . the poor fellow has enough to fight against without my putting more upon his track . ""","('speak', 'parler', 'hablar')",0,4,0
""" for six hundred years snæfell has been dumb ; but he may speak again . now , eruptions are always preceded by certain well - known phenomena . i have therefore examined the natives , i have studied external appearances , and i can assure you , axel , that there will be no eruption . ""","('speak', 'parler', 'hablar')",0,13,0
"it gazed and gazed on me . it spoke to my spirit : immeasurably distant was the tone , yet so near , it whispered in my heart--","('speak', 'parler', 'hablar')",0,8,0
""" yes , a knife , a sharp blade . "" said the engineer , as if he was speaking to himself .","('speak', 'parler', 'hablar')",0,19,0
"we were , as i have said , in the dining - room : the lustre , which had been lit for dinner , filled the room with a festal breadth of light ; the large fire was all red and clear ; the purple curtains hung rich and ample before the lofty window and loftier arch ; everything was still , save the subdued chat of adele ( she dared not speak loud ) , and , filling up each pause , the beating of winter rain against the panes .","('speak', 'parler', 'hablar')",0,72,0
"instead of speaking , i smiled ; and not a very complacent or submissive smile either .","('speak', 'parler', 'hablar')",0,2,0
"the convicts spoke loudly , they recounted their deeds , drinking deeply at the same time , and this is what ayrton gathered . the actual crew of the "" speedy "" was composed solely of english prisoners , escaped from norfolk island .","('speak', 'parler', 'hablar')",0,2,0
"as i spoke , i tried to sound more confident than i really felt . meanwhile the nautilus accelerated its backward movement , and running with propeller in reverse , it swept us along at great speed .","('speak', 'parler', 'hablar')",0,2,0
"only as they went out aramis placed his hand upon the arm of d’artagnan , and looking at him earnestly , "" you have not spoken of this lady ? "" said he .","('speak', 'parler', 'hablar')",0,25,0
""" selden told me of him , sir , a week ago or more . he 's in hiding , too , but he 's not a convict as far as i can make out . i do n't like it , dr . watson -- i tell you straight , sir , that i do n't like it . "" he spoke with a sudden passion of earnestness .","('speak', 'parler', 'hablar')",0,62,0
"there was an instant of profound silence between the two interlocutors . it was evident that the cardinal was weighing beforehand the terms in which he was about to speak , and that milady was collecting all her intellectual faculties to comprehend the things he was about to say , and to engrave them in her memory when they should be spoken .","('speak', 'parler', 'hablar')",0,29,0
""" it seems to me , "" said d’artagnan , "" with a thousand livres each -- i do not speak as a spartan , but as a procurator-- ""","('speak', 'parle', 'hablar')",1,20,1
""" this statement came from mrs . charpentier 's lips with many gasps and pauses . at times she spoke so low that i could hardly catch the words . i made shorthand notes of all that she said , however , so that there should be no possibility of a mistake . ""","('speak', 'parler', 'hablar')",0,19,0
"i have to speak concerning yourselves , and this lincoln island , upon which you have taken refuge .","('speak', 'parler', 'hablar')",0,3,0
"notwithstanding all his inquiries respecting mme . bonacieux , he could obtain no intelligence of her . m. de treville had spoken of her to the queen . the queen was ignorant where the mercer ’s young wife was , but had promised to have her sought for ; but this promise was very vague and did not at all reassure d’artagnan .","('speak', 'parler', 'hablar')",0,21,0
"they often spoke of their country , of their dear and great america .","('speak', 'parler', 'hablar')",0,2,0
"as to cyrus harding he was for the most part silent , and listened to his companions more often than he spoke to them .","('speak', 'parler', 'hablar')",0,21,0
i meekly answered that i had spoken without knowing all the facts . my submission pleased him and led him to further confidences .,"('speak', 'parler', 'hablar')",0,6,0
""" thanks , i wo n't have anything more , "" said the painter , taking his cap and coat off and throwing them on the bag that he had placed in the corner . "" and now , my dear fellow , i want to speak to you seriously . do n't frown like that . you make it so much more difficult for me . ""","('speak', 'parler', 'hablar')",0,46,0
""" captain , "" said felton , "" this is the person of whom i spoke to you , and whom you must convey safe and sound to france . ""","('speak', 'parler', 'hablar')",0,15,0
""" we could probably tell something of what they said , but not all -- for we are not as clever as you think us , hannah . we do n't speak german , and we can not read it without a dictionary to help us . ""","('speak', 'parler', 'hablar')",0,31,0
the colonists spoke but little on the road .,"('speak', 'parler', 'hablar')",0,2,0
"as he spoke he turned the contents of the wine glass into a saucer and placed it in front of the terrier , who speedily licked it dry . sherlock holmes ' earnest demeanour had so far convinced us that we all sat in silence , watching the animal intently , and expecting some startling effect . none such appeared , however . the dog continued to lie stretched upon the cushion , breathing in a laboured way , but apparently neither the better nor the worse for its draught .","('speak', 'parler', 'hablar')",0,2,0
""" may i speak to your mistresses ? "" i said .","('speak', 'parler', 'hablar')",0,3,0
""" hush ! "" said athos , speaking in a low voice . "" we have heard all it was necessary we should hear ; besides , i do n’t prevent you from listening , but i must be gone . ""","('speak', 'parler', 'hablar')",0,7,0
""" do let me speak to your mistresses . ""","('speak', 'parler', 'hablar')",0,4,0
""" it is of that prisoner that i wish to speak to your grace , "" replied felton .","('speak', 'parler', 'hablar')",0,10,0
"it is yours and spilett 's rifles which must speak now . ""","('speak', 'parler', 'hablar')",0,9,0
""" not so ; i speak frankly to you .","('speak', 'parle', 'hablar')",1,5,1
"no object affects me ; and i even feel here , at the bottom of my heart , something which speaks for you .","('speak', 'parle', 'hablar')",1,20,1
"ayrton 's and gideon spilett 's rifles then spoke , and no doubt imparted some very disagreeable intelligence to two of the convicts , for they fell backwards .","('speak', 'parler', 'hablar')",0,8,0
"buckingham reflected that the young man , coming from lord de winter , undoubtedly spoke in his name , and softened .","('speak', 'parler', 'hablar')",0,14,0
"i still possessed my senses , though just now i could not speak .","('speak', 'parler', 'hablar')",0,12,0
""" my lord , excuse me ! i speak as i can ; i restrain myself .","('speak', 'parle', 'hablar')",1,8,1
""" and now i am convinced , "" said d’artagnan , "" that this abduction of the queen ’s woman is connected with the events of which we are speaking , and perhaps with the presence of buckingham in paris . ""","('speak', 'parler', 'hablar')",0,29,0
""" no more at present , sister . try if she can speak now -- ask her her name . ""","('speak', 'parler', 'hablar')",0,12,0
""" my lord , "" continued felton , becoming more excited as he spoke , "" my lord , beware ! all england is tired of your iniquities ; my lord , you have abused the royal power , which you have almost usurped ; my lord , you are held in horror by god and men . god will punish you hereafter , but i will punish you here ! ""","('speak', 'parler', 'hablar')",0,13,0
""" i had intended never to enter your house again , gray . but you said it was a matter of life and death . "" his voice was hard and cold . he spoke with slow deliberation . there was a look of contempt in the steady searching gaze that he turned on dorian . he kept his hands in the pockets of his astrakhan coat , and seemed not to have noticed the gesture with which he had been greeted .","('speak', 'parler', 'hablar')",0,34,0
"do with me and for me as you like ; but excuse me from much discourse -- my breath is short -- i feel a spasm when i speak . ""","('speak', 'parle', 'hablar')",1,28,1
""" far otherwise , "" responded diana . "" to speak truth , st . john , my heart rather warms to the poor little soul . i wish we may be able to benefit her permanently . ""","('speak', 'dire', 'decir')",2,10,2
milady had spoken to the man in the black cloak ; therefore she knew him .,"('speak', 'parler', 'hablar')",0,2,0
"on the third day i was better ; on the fourth , i could speak , move , rise in bed , and turn .","('speak', 'parler', 'hablar')",0,14,0
""" what has she written to me ? "" said buckingham , feebly , streaming with blood , and suppressing his agony to speak of her he loved , "" what has she written to me ?","('speak', 'parler', 'hablar')",0,23,0
"as the hall door shut , campbell started nervously , and having got up from the chair , went over to the chimney - piece . he was shivering with a kind of ague . for nearly twenty minutes , neither of the men spoke . a fly buzzed noisily about the room , and the ticking of the clock was like the beat of a hammer .","('speak', 'parler', 'hablar')",0,44,0
"on their way they met grimaud . athos made him a sign to come with them . grimaud , according to custom , obeyed in silence ; the poor lad had nearly come to the pass of forgetting how to speak .","('speak', 'parler', 'hablar')",0,40,0
""" ah , alan , "" murmured dorian with a sigh , "" i wish you had a thousandth part of the pity for me that i have for you . "" he turned away as he spoke and stood looking out at the garden . campbell made no answer .","('speak', 'parler', 'hablar')",0,37,0
my friend spoke in his frankest and most unconcerned manner . stapleton still looked hard at him . then he turned to me .,"('speak', 'parler', 'hablar')",0,2,0
""" yes , instinct speaks through them , and instinct is never deceived . ""","('speak', 'parle', 'hablar')",1,4,1
"d’artagnan inquired for the confidential valet of the duke , who , having accompanied him in all his voyages , spoke french perfectly well ; he told him that he came from paris on an affair of life and death , and that he must speak with his master instantly .","('speak', 'parler', 'hablar')",0,20,0
"d’artagnan inquired for the confidential valet of the duke , who , having accompanied him in all his voyages , spoke french perfectly well ; he told him that he came from paris on an affair of life and death , and that he must speak with his master instantly .","('speak', 'parler', 'hablar')",0,45,0
"this cell , properly speaking , was the nautilus 's arsenal and wardrobe . hanging from its walls , a dozen diving outfits were waiting for anybody who wanted to take a stroll .","('speak', 'parler', 'hablar')",0,4,0
""" i do n’t know what you mean , "" replied felton , quietly , "" and i am ignorant of whom you are speaking , my lord . i killed the duke of buckingham because he twice refused you yourself to appoint me captain ; i have punished him for his injustice , that is all . ""","('speak', 'parler', 'hablar')",0,24,0
""" i keep coming back to my idea . we 've got to talk to the captain . when we were in your own country 's seas , you did n't say a word . now that we 're in mine , i intend to speak up . before a few days are out , i figure the nautilus will lie abreast of nova scotia , and from there to newfoundland is the mouth of a large gulf , and the st . lawrence empties into that gulf , and the st . lawrence is my own river , the river running by quebec , my hometown-- and when i think about all this , my gorge rises and my hair stands on end ! honestly , sir , i 'd rather jump overboard ! i ca n't stay here any longer ! i 'm suffocating ! ""","('speak', 'parler', 'hablar')",0,45,0
""" yes . i want it settled once and for all . speak just for me , strictly on my behalf , if you want . ""","('speak', 'parler', 'hablar')",0,12,0
""" i speak to you in french , "" said d’artagnan ; "" be kind enough , then , to reply to me in the same language .","('speak', 'parle', 'hablar')",1,2,1
""" to speak with you , captain . ""","('speak', 'parler', 'hablar')",0,2,0
"over a species of altar , and beneath a canopy of blue velvet , surmounted by white and red plumes , was a full - length portrait of anne of austria , so perfect in its resemblance that d’artagnan uttered a cry of surprise on beholding it . one might believe the queen was about to speak .","('speak', 'parler', 'hablar')",0,56,0
"considering the gravity of the occasion , i permit you to speak , my friend ; but be laconic , i beg .","('speak', 'parler', 'hablar')",0,11,0
""" you are right in speaking thus , my dear cyrus , "" replied gideon spilett .","('speak', 'parler', 'hablar')",0,5,0
"in addition to this , after a half hour ’s conversation d’artagnan was convinced that milady was his compatriot ; she spoke french with an elegance and a purity that left no doubt on that head .","('speak', 'parler', 'hablar')",0,21,0
"speak , therefore . ""","('speak', 'parler', 'hablar')",0,0,0
"i tried to speak aloud , but hoarse sounds alone passed my dry lips . i panted for breath .","('speak', 'parler', 'hablar')",0,3,0
"it was the man who had spoken to fix during the night , and whose offer he had refused .","('speak', 'parler', 'hablar')",0,6,0
""" yes , truly , some one is speaking ; those are words ! ""","('speak', 'parle', 'hablar')",1,8,1
"then i understood it all . to make myself heard , i must speak along this wall , which would conduct the sound of my voice just as wire conducts electricity .","('speak', 'parler', 'hablar')",0,13,0
""" hush ! "" said milady ; "" let us not , even here , speak thus of him . all my misfortunes arise from my having said nearly what you have said before a woman whom i thought my friend , and who betrayed me .","('speak', 'parler', 'hablar')",0,15,0
""" oh , you know her , then , that lovely and noble queen , that you speak of her thus ! "" cried the novice , with enthusiasm .","('speak', 'parler', 'hablar')",0,17,0
""" i have been one of those jaguars , mr . pencroft . i have no right to speak . ""","('speak', 'parler', 'hablar')",0,18,0
the captain spoke in a tone which did not admit of a reply .,"('speak', 'parler', 'hablar')",0,2,0
"he has as much right to speak here as any one ! ""","('speak', 'parler', 'hablar')",0,6,0
"the cardinal was speaking to him in a low voice , and the king was very pale .","('speak', 'parler', 'hablar')",0,3,0
"the novice let her speak , then seeing that she paused , she said , "" do n’t you know a gentleman named athos ? ""","('speak', 'dire', 'decir')",2,4,2
"everybody had remarked that something had passed between the king and queen ; but both of them had spoken so low that everybody , out of respect , withdrew several steps , so that nobody had heard anything .","('speak', 'parler', 'hablar')",0,18,0
"how could i help being astonished when , without having the least expectation of such a thing , i meet you face to face -- you , of whom we have so often spoken together , you whom he loves with all his soul , you whom he had taught me to love before i had seen you !","('speak', 'parler', 'hablar')",0,33,0
"he had n't finished speaking when a cracking sound occurred . the nuts gave way , and ripped out of its socket , the skiff was hurled like a stone from a sling into the midst of the vortex .","('speak', 'parler', 'hablar')",0,4,0
"will anyone believe me ? i do n't know . ultimately it 's unimportant . what i can now assert is that i 've earned the right to speak of these seas , beneath which in less than ten months , i 've cleared 20,000 leagues in this underwater tour of the world that has shown me so many wonders across the pacific , the indian ocean , the red sea , the mediterranean , the atlantic , the southernmost and northernmost seas !","('speak', 'parler', 'hablar')",0,28,0
"they walked side by side in the direction of the avenue for nearly fifty yards without speaking . then dorian looked at lord henry and said , with a heavy sigh , "" it is a bad omen , harry , a very bad omen . ""","('speak', 'parler', 'hablar')",0,16,0
"all the way , and in proportion as the corridors became more deserted , d’artagnan wished to stop the young woman , seize her and gaze upon her , were it only for a minute ; but quick as a bird she glided between his hands , and when he wished to speak to her , her finger placed upon her mouth , with a little imperative gesture full of grace , reminded him that he was under the command of a power which he must blindly obey , and which forbade him even to make the slightest complaint . at length , after winding about for a minute or two , mme . bonacieux opened the door of a closet , which was entirely dark , and led d’artagnan into it .","('speak', 'parler', 'hablar')",0,52,0
"the writer spoke of acute bodily illness — of a mental disorder which oppressed him — and of an earnest desire to see me , as his best and indeed his only personal friend , with a view of attempting , by the cheerfulness of my society , some alleviation of his malady . it was the manner in which all this , and much more , was said — it was the apparent heart that went with his request — which allowed me no room for hesitation ; and i accordingly obeyed forthwith what i still considered a very singular summons .","('speak', 'parler', 'hablar')",0,2,0
""" poor carlo loves me , "" said she . "" _ he _ is not stern and distant to his friends ; and if he could speak , he would not be silent . ""","('speak', 'parler', 'hablar')",0,27,0
"much that i encountered on the way contributed , i know not how , to heighten the vague sentiments of which i have already spoken .","('speak', 'parler', 'hablar')",0,24,0
""" speak , my child , speak , "" said d’artagnan ; "" i listen . ""","('speak', 'parle', 'hablar')",1,1,1
""" speak , my child , speak , "" said d’artagnan ; "" i listen . ""","('speak', 'parle', 'hablar')",1,6,1
""" who wishes to speak to a lady recently come from boulogne . ""","('speak', 'parler', 'hablar')",0,4,0
"fix was out of breath , and his hair was in disorder . he could not speak . "" sir , "" he stammered , "" sir -- forgive me -- most -- unfortunate resemblance -- robber arrested three days ago -- you are free ! ""","('speak', 'parler', 'hablar')",0,16,0
