text,sense,label,ind,new_label
"as we were sure of finding him there , we left him alone . ""","('sure', 'sûr', 'seguro')",0,3,0
""" i was sure of it -- the cursed letter ! ""","('sure', 'sûr', 'seguro')",0,3,0
"i was , however , good , clever , composed , and firm , like him . i was a _ lusus naturae _ , she affirmed , as a village schoolmistress : she was sure my previous history , if known , would make a delightful romance .","('sure', 'sûr', 'seguro')",1,35,0
""" dear me ! "" said lady agatha , "" how you men argue ! i am sure i never can make out what you are talking about . oh ! harry , i am quite vexed with you . why do you try to persuade our nice mr . dorian gray to give up the east end ? i assure you he would be quite invaluable . they would love his playing . ""","('sure', 'sûr', 'seguro')",1,17,0
""" i may not know exactly where he is , but i am quite sure that i could help the police to lay their hands on him . has it never struck you that the way to catch that man was to find out where he got his food , and so trace it to him ? ""","('sure', 'sûr', 'seguro')",0,14,0
""" dorian ! what an extraordinary piece of luck ! i have been waiting for you in your library ever since nine o'clock . finally i took pity on your tired servant and told him to go to bed , as he let me out . i am off to paris by the midnight train , and i particularly wanted to see you before i left . i thought it was you , or rather your fur coat , as you passed me . but i was n't quite sure . did n't you recognize me ? ""","('sure', 'sûr', 'seguro')",0,89,0
"i am sure it would benefit him to talk a little about this sweet rosamond , whom he thinks he ought not to marry : i will make him talk . ""","('sure', 'sûr', 'seguro')",1,2,0
""" do you feel quite sure of that , dorian ? ""","('sure', 'sûr', 'seguro')",0,5,0
""" quite sure . ""","('sure', 'sûr', 'seguro')",0,2,0
"the animals which frequented these heights -- and there were numerous traces of them -- must necessarily belong to those races of sure foot and supple spine , chamois or goat .","('sure', 'sûr', 'seguro')",0,22,0
""" are you sure of it ? ""","('sure', 'sûr', 'seguro')",0,3,0
""" are you quite sure of that , pencroft ? "" asked the engineer , looking at the sailor .","('sure', 'sûr', 'seguro')",0,4,0
""" never mind , "" said pencroft , "" though i do not see the land , i feel it ... it is there ... there ... as sure as the fact that we are no longer at richmond . ""","('sure', 'sûr', 'seguro')",0,28,0
""" but are you quite sure of having seen it ?","('sure', 'sûr', 'seguro')",0,5,0
""" she is sure of it . ""","('sure', 'sûr', 'seguro')",1,3,0
""" good heavens , holmes ! are you sure of what you say ? how could he have permitted sir henry to fall in love with her ? ""","('sure', 'sûr', 'seguro')",0,8,0
""" the rogue told me a lot of stories , "" repeated passepartout , "" about the meridians , the sun , and the moon ! moon , indeed ! moonshine more likely ! if one listened to that sort of people , a pretty sort of time one would keep ! i was sure that the sun would some day regulate itself by my watch ! ""","('sure', 'sûr', 'seguro')",0,54,0
""" but are you sure of this , holmes ? how do you know that the woman is his wife ? ""","('sure', 'sûr', 'seguro')",0,4,0
"in a few seconds , before he had even time to fire his second barrel , he fell , struck to the heart by harding 's dagger , more sure even than his gun .","('sure', 'sûr', 'seguro')",0,29,0
""" change these lackeys , "" said he ; "" she has spoken to them . they are no longer sure . ""","('sure', 'sûr', 'seguro')",0,20,0
""" i heard it distinctly , and i am sure that it was really the sob of a woman . ""","('sure', 'sûr', 'seguro')",0,9,0
""" you will , i am sure , excuse my presumption , dr . watson , "" said he , as he came panting up to where i stood . "" here on the moor we are homely folk and do not wait for formal introductions . you may possibly have heard my name from our mutual friend , mortimer . i am stapleton , of merripit house . ""","('sure', 'sûr', 'seguro')",0,6,0
""" are you quite sure of it ? ""","('sure', 'sûr', 'seguro')",0,4,0
""" so am i delighted to see you , "" said d’artagnan , "" although i am not yet sure that it is aramis i am speaking to . ""","('sure', 'sûr', 'seguro')",0,19,0
""" for me ? "" said d’artagnan ; "" are you sure of that ? ""","('sure', 'sûr', 'seguro')",0,11,0
"d’artagnan was on the point of telling athos all ; but one consideration restrained him . athos was a gentleman , punctilious in points of honor ; and there were in the plan which our lover had devised for milady , he was sure , certain things that would not obtain the assent of this puritan . he was therefore silent ; and as athos was the least inquisitive of any man on earth , d’artagnan ’s confidence stopped there .","('sure', 'sûr', 'seguro')",0,43,0
""" in a kettle , no , "" the canadian shot back , "" but in an oven for sure . it 's dark enough for one . luckily my bowie knife has n't left me , and i can still see well enough to put it to use . the first one of these bandits who lays a hand on me-- ""","('sure', 'sûr', 'seguro')",0,19,0
""" let us see , "" said d’artagnan . "" are you sure that the other is dead ? ""","('sure', 'sûr', 'seguro')",0,12,0
"i can not recollect whether it was by steel or by poison ; only of this i am sure , i have dreamed he was dead , and you know my dreams never deceive me .","('sure', 'sûr', 'seguro')",0,18,0
"sure of himself , convinced of his own power , certain that the laws which rule other men could not reach him , he went straight to the object he aimed at , even were this object were so elevated and so dazzling that it would have been madness for any other even to have contemplated it .","('sure', 'sûr', 'seguro')",0,0,0
"alice did not dare to disobey , though she felt sure it would all come wrong , and she went on in a trembling voice:--","('sure', 'sûr', 'seguro')",1,10,0
"while my jealousy of him lasted , you may be sure i was every day pumping him to see if he would discover any of the new thoughts which i suspected were in him ; but i found everything he said was so honest and so innocent , that i could find nothing to nourish my suspicion ; and in spite of all my uneasiness , he made me at last entirely his own again ; nor did he in the least perceive that i was uneasy , and therefore i could not suspect him of deceit .","('sure', 'sûr', 'seguro')",0,10,0
""" there is something horribly mysterious under all this , athos ; this woman is one of the cardinal ’s spies , i am sure of that . ""","('sure', 'sûr', 'seguro')",0,24,0
""" i am sure that he would be delighted . ""","('sure', 'sûr', 'seguro')",0,3,0
""" ah , you see how it is , "" said athos , becoming still paler , but yet attempting to laugh ; "" i was sure it was so -- the hanging of people is my nightmare . ""","('sure', 'sûr', 'seguro')",0,26,0
""" i hope that you will come also . they are very hospitable people , and i am sure that they would be very glad to see you . ""","('sure', 'sûr', 'seguro')",0,18,0
""" if you want to make him marry this girl , tell him that , basil . he is sure to do it , then . whenever a man does a thoroughly stupid thing , it is always from the noblest motives . ""","('sure', 'sûr', 'seguro')",0,19,0
""" are you quite sure that this is a man , or that he has ever been one ? "" said pencroft to the reporter .","('sure', 'sûr', 'seguro')",0,4,0
""" you are sure , "" replied the stranger , "" that she did not suspect the intentions with which you went out ? ""","('sure', 'sûr', 'seguro')",0,3,0
""" yes ; i have everywhere observed the angles and the inclines . i am sure there is no error . let us see where we are now . take your compass , and note the direction . ""","('sure', 'sûr', 'seguro')",0,15,0
""" and i am sure that he came for quite another purpose , monsieur cardinal ; but if the queen be guilty , let her tremble ! ""","('sure', 'sûr', 'seguro')",0,4,0
"your mysterious young friend , whose name you have never told me , but whose picture really fascinates me , never thinks . i feel quite sure of that . he is some brainless beautiful creature who should be always here in winter when we have no flowers to look at , and always here in summer when we want something to chill our intelligence . do n't flatter yourself , basil : you are not in the least like him . ""","('sure', 'sûr', 'seguro')",0,26,0
""" it seems natural , does it not ? and yet , consider that every baskerville who goes there meets with an evil fate . i feel sure that if sir charles could have spoken with me before his death he would have warned me against bringing this , the last of the old race , and the heir to great wealth , to that deadly place . and yet it can not be denied that the prosperity of the whole poor , bleak country - side depends upon his presence . all the good work which has been done by sir charles will crash to the ground if there is no tenant of the hall . i fear lest i should be swayed too much by my own obvious interest in the matter , and that is why i bring the case before you and ask for your advice . ""","('sure', 'sûr', 'seguro')",0,27,0
"lord henry smiled , and leaning down , plucked a pink - petalled daisy from the grass and examined it . "" i am quite sure i shall understand it , "" he replied , gazing intently at the little golden , white - feathered disk , "" and as for believing things , i can believe anything , provided that it is quite incredible . ""","('sure', 'sûr', 'seguro')",0,25,0
""" you are sure there is nobody there ? "" said the stranger .","('sure', 'sûr', 'seguro')",0,3,0
""" i am sure of it . ""","('sure', 'sûr', 'seguro')",0,3,0
"when you came on me in hay lane last night , i thought unaccountably of fairy tales , and had half a mind to demand whether you had bewitched my horse : i am not sure yet .","('sure', 'sûr', 'seguro')",0,35,0
""" for instance , the night before i am married ! i am sure i shall not be able to sleep . will you promise to sit up with me to bear me company ? to you i can talk of my lovely one : for now you have seen her and know her . ""","('sure', 'sûr', 'seguro')",0,13,0
"sure of being killed by athos , it may easily be understood that the young man was not very uneasy about porthos .","('sure', 'sûr', 'seguro')",0,0,0
""" jane , you are mistaken : probably not one in the school either despises or dislikes you : many , i am sure , pity you much . ""","('sure', 'sûr', 'seguro')",1,23,0
""" are you sure , in her conversation with you , that your wife mentioned no names ? ""","('sure', 'sûr', 'seguro')",0,3,0
