,text,sense,label,ind,new_label,wordnet_sense
68,"thrown in the air by some unknown power , he rose ten feet above the surface of the lake , fell again into the midst of the agitated waters , and then soon gained the shore , without any severe wounds , miraculously saved .","('fall', 'tomber', 'caer')",1,20,0,12
69,the first snow fell towards the end of the month of june .,"('fall', 'tomber', 'caer')",0,3,0,16
70,"when the nautilus returned to the surface of the ocean , i could take in reao island over its whole flat , wooded expanse . obviously its madreporic rocks had been made fertile by tornadoes and thunderstorms . one day , carried off by a hurricane from neighboring shores , some seed fell onto these limestone beds , mixing with decomposed particles of fish and marine plants to form vegetable humus . propelled by the waves , a coconut arrived on this new coast . its germ took root . its tree grew tall , catching steam off the water . a brook was born . little by little , vegetation spread . tiny animals -- worms , insects -- rode ashore on tree trunks snatched from islands to windward . turtles came to lay their eggs . birds nested in the young trees . in this way animal life developed , and drawn by the greenery and fertile soil , man appeared . and that 's how these islands were formed , the immense achievement of microscopic animals .","('fall', 'tomber', 'caer')",0,52,0,16
71,"before i could reply , white smoke streamed from the battleship 's bow . then , a few seconds later , the waters splashed astern of the nautilus , disturbed by the fall of a heavy object . soon after , an explosion struck my ears .","('fall', 'chute', 'caer')",2,32,2,10
72,"ayrton is indebted to him as much as we are , for , if it was the stranger who saved me from the waves after the fall from the balloon , evidently it was he who wrote the document , who placed the bottle in the channel , and who has made known to us the situation of our companion .","('fall', 'chute', 'caer')",2,26,2,10
73,the first waves of lava which fell in the lake immediately solidified and accumulated so as speedily to emerge from it .,"('fall', 'tomber', 'caer')",0,6,0,
74,"they were determined to struggle to the last minute , to do anything to retard their fall .","('fall', 'chute', 'caer')",2,16,2,17
75,"sir henry lay insensible where he had fallen . we tore away his collar , and holmes breathed a prayer of gratitude when we saw that there was no sign of a wound and that the rescue had been in time . already our friend 's eyelids shivered and he made a feeble effort to move . lestrade thrust his brandy - flask between the baronet 's teeth , and two frightened eyes were looking up at us .","('fall', 'tomber', 'caer')",0,7,0,12
76,""" and make a waterfall , by falling on to the beach , "" added the reporter .","('fall', 'tomber', 'caer')",0,7,0,
77,"on their part , the three friends had reloaded their arms ; a second discharge followed the first . the brigadier and two pioneers fell dead ; the rest of the troop took to flight .","('fall', 'tomber', 'caer')",0,24,0,18
78,"the ropes which held the car were cut , and the balloon , after its fall , mounted 2,000 feet .","('fall', 'chute', 'caer')",2,15,2,10
79,"for half an hour i met with no obstacle . i tried to recognise my way by the form of the tunnel , by the projections of certain rocks , by the disposition of the fractures . but no particular sign appeared , and i soon saw that this gallery could not bring me back to the turning point . it came to an abrupt end . i struck against an impenetrable wall , and fell down upon the rock .","('fall', 'tomber', 'caer')",0,75,0,34
80,"then i began to lose my head . i arose with my arms stretched out before me , attempting painfully to feel my way . i began to run wildly , hurrying through the inextricable maze , still descending , still running through the substance of the earth 's thick crust , a struggling denizen of geological ' faults , ' crying , shouting , yelling , soon bruised by contact with the jagged rock , falling and rising again bleeding , trying to drink the blood which covered my face , and even waiting for some rock to shatter my skull against .","('fall', 'tomber', 'caer')",0,76,0,34
81,whence could this noise proceed ? it must be from some phenomenon proceeding in the great depths amidst which i lay helpless . was it an explosion of gas ? was it the fall of some mighty pillar of the globe ?,"('fall', 'chute', 'caer')",2,33,2,1
82,"at last , two minutes later , it reproached obliquely , and finally fell on a sandy beach , out of the reach of the waves .","('fall', 'tomber', 'caer')",1,13,0,
83,at the same time and on the same day another important personage fell into the hands of the southerners .,"('fall', 'tomber', 'caer')",0,12,0,30
84,"the four muskets made but one report , but four men fell .","('fall', 'tomber', 'caer')",0,11,0,18
85,"and the four friends , seconded by grimaud , pushed with the barrels of their muskets an enormous sheet of the wall , which bent as if pushed by the wind , and detaching itself from its base , fell with a horrible crash into the ditch . then a fearful crash was heard ; a cloud of dust mounted toward the sky -- and all was over !","('fall', 'tomber', 'caer')",0,39,0,34
86,"soon the swiftness of the descent increased horribly , and threatened to become a fall . i no longer had the strength to stop myself .","('fall', 'chute', 'caer')",2,14,2,
87,""" women are not always allowed a choice , "" he answered , but hardly had he finished the sentence before from the far end of the conservatory came a stifled groan , followed by the dull sound of a heavy fall . everybody started up . the duchess stood motionless in horror . and with fear in his eyes , lord henry rushed through the flapping palms to find dorian gray lying face downwards on the tiled floor in a deathlike swoon .","('fall', 'chute', 'caer')",2,41,2,10
88,""" the ' duncan ' ! "" murmured ayrton -- and fell back without sign of life .","('fall', 'tomber', 'caer')",1,11,0,18
89,""" well , if you are so obstinate , i will leave you ; for i dare not stay any longer : the dew begins to fall .","('fall', 'tomber', 'caer')",0,26,0,16
90,""" fall from heaven , my friend , fall from heaven . ""","('fall', 'tomber', 'caer')",0,1,0,12
91,""" fall from heaven , my friend , fall from heaven . ""","('fall', 'tomber', 'caer')",0,8,0,12
92,"the silken hair , too , had been suffered to grow all unheeded , and as , in its wild gossamer texture , it floated rather than fell about the face , i could not , even with effort , connect its arabesque expression with any idea of simple humanity .","('fall', 'tomber', 'caer')",0,27,0,34
93,""" may the blessings of heaven fall upon monsieur ! but it is not the less true that that letter-- ""","('fall', 'tomber', 'caer')",0,6,0,19
94,"the blazing resin , whose illuminating power increased still more by the rapidity of its fall , lighted up the interior of the well , but yet nothing appeared .","('fall', 'chute', 'caer')",2,15,2,
95,"the engineer , calculating the time employed in its fall , was able to calculate the depth of the well , which was found to be about ninety feet .","('fall', 'chute', 'caer')",2,9,2,10
96,"this work had lasted two hours , and they began to fear that at this spot the wall would not yield to the pickaxe , when at a last blow given by gideon spilett , the instrument , passing through the rock , fell outside .","('fall', 'tomber', 'caer')",0,43,0,12
97,"it received us poor and destitute , and now what is wanting to us five fellows who fell on it from the sky ? ""","('fall', 'tomber', 'caer')",0,17,0,
98,"yet such was the fright i had taken of the moors , and the dreadful apprehensions i had of falling into their hands , that i would not stop , or go on shore , or come to an anchor ; the wind continuing fair till i had sailed in that manner five days ; and then the wind shifting to the southward , i concluded also that if any of our vessels were in chase of me , they also would now give over ; so i ventured to make to the coast , and came to an anchor in the mouth of a little river , i knew not what , nor where , neither what latitude , what country , what nation , or what river . i neither saw , nor desired to see any people ; the principal thing i wanted was fresh water . we came into this creek in the evening , resolving to swim on shore as soon as it was dark , and discover the country ; but as soon as it was quite dark , we heard such dreadful noises of the barking , roaring , and howling of wild creatures , of we knew not what kinds , that the poor boy was ready to die with fear , and begged of me not to go on shore till day .","('fall', 'tomber', 'caer')",0,19,0,30
99,""" take care , axel , or you will fall overboard . ""","('fall', 'tomber', 'caer')",0,9,0,12
100,"and ethelred uplifted his mace , and struck upon the head of the dragon , which fell before him , and gave up his pesty breath , with a shriek so horrid and harsh , and withal so piercing , that ethelred had fain to close his ears with his hands against the dreadful noise of it , the like whereof was never before heard . ”","('fall', 'tomber', 'caer')",0,16,0,18
101,"no sooner had these syllables passed my lips , than — as if a shield of brass had indeed , at the moment , fallen heavily upon a floor of silver — i became aware of a distinct , hollow , metallic , and clangorous , yet apparently muffled , reverberation .","('fall', 'tomber', 'caer')",0,24,0,12
102,"for a moment she remained trembling and reeling to and fro upon the threshold — then , with a low moaning cry , fell heavily inward upon the person of her brother , and in her violent and now final death - agonies , bore him to the floor a corpse , and a victim to the terrors he had anticipated .","('fall', 'tomber', 'caer')",0,23,0,
103,"when i was on shore , god i fell on my knees and gave god thanks for my deliverance , resolving to lay aside all thoughts of my deliverance by my boat ; and refreshing myself with such things as i had , i brought my boat close to the shore , in a little cove that i had spied under some trees , and laid me down to sleep , being quite spent with the labour and fatigue of the voyage .","('fall', 'tomber', 'caer')",0,8,0,35
104,"the rabbit - hole went straight on like a tunnel for some way , and then dipped suddenly down , so suddenly that alice had not a moment to think about stopping herself before she found herself falling down a very deep well .","('fall', 'tomber', 'caer')",0,37,0,12
105,"in fact , at the end of a few minutes the belfry of st . cloud let fall slowly ten strokes from its sonorous jaws .","('fall', 'tomber', 'caer')",0,17,0,
106,"as she said these words her foot slipped , and in another moment , splash ! she was up to her chin in salt water . her first idea was that she had somehow fallen into the sea , ' and in that case i can go back by railway , ' she said to herself . ( alice had been to the seaside once in her life , and had come to the general conclusion , that wherever you go to on the english coast you find a number of bathing machines in the sea , some children digging in the sand with wooden spades , then a row of lodging houses , and behind them a railway station . ) however , she soon made out that she was in the pool of tears which she had wept when she was nine feet high .","('fall', 'tomber', 'caer')",0,34,0,34
107,"this is the fourth which you have let fall and i have picked up ; for in three years , madame , i have only seen you four times -- the first , which i have described to you ; the second , at the mansion of madame de chevreuse ; the third , in the gardens of amiens . ""","('fall', 'tomber', 'caer')",0,8,0,12
108,"it was high time to go , for the pool was getting quite crowded with the birds and animals that had fallen into it : there were a duck and a dodo , a lory and an eaglet , and several other curious creatures . alice led the way , and the whole party swam to the shore .","('fall', 'tomber', 'caer')",0,21,0,
109,"the king , excited by the cardinal , made a terrible clamor . madame de vernet was driven from me , putange was exiled , madame de chevreuse fell into disgrace , and when you wished to come back as ambassador to france , the king himself -- remember , my lord -- the king himself opposed to it . ""","('fall', 'tomber', 'caer')",0,28,0,14
110,"in a short time the two unfortunate beasts , who had not eaten anything since the morning , made such a noise in raising and letting fall the knocker that the procurator ordered his errand boy to go and inquire in the neighborhood to whom this horse and mule belonged .","('fall', 'tomber', 'caer')",1,26,0,
111,all that which a man wounded in his self - love could let fall in the shape of imprecations and reproaches upon the head of a woman porthos let fall upon the bowed head of the procurator ’s wife .,"('fall', 'tomber', 'caer')",0,13,0,14
112,all that which a man wounded in his self - love could let fall in the shape of imprecations and reproaches upon the head of a woman porthos let fall upon the bowed head of the procurator ’s wife .,"('fall', 'tomber', 'caer')",0,29,0,
113,"this noise acted upon her joy like the storm which awakens the sleeper in the midst of a happy dream ; she grew pale and ran to the window , while mme . bonacieux , rising all in a tremble , supported herself upon her chair to avoid falling .","('fall', 'tomber', 'caer')",0,48,0,34
114,"' that you wo n't ' thought alice , and , after waiting till she fancied she heard the rabbit just under the window , she suddenly spread out her hand , and made a snatch in the air . she did not get hold of anything , but she heard a little shriek and a fall , and a crash of broken glass , from which she concluded that it was just possible it had fallen into a cucumber - frame , or something of the sort .","('fall', 'tomber', 'caer')",0,76,0,12
115,""" the box must have fallen out of my pocket and got lost !","('fall', 'tomber', 'caer')",0,5,0,12
116,"he may have fallen from his horse , he may have cut a caper from the deck ; he may have traveled so fast against the wind as to have brought on a violent catarrh .","('fall', 'tomber', 'caer')",0,3,0,34
117,if the box had fallen at this place it must have been swept away by the waves .,"('fall', 'tomber', 'caer')",0,4,0,12
118,"what could they think of the degree of brutishness into which this miserable being had fallen , unless that his imprisonment on the islet dated from a very distant period and after having arrived there a rational being solitude had reduced him to this condition .","('fall', 'tomber', 'caer')",0,15,0,14
119,"buckingham took the casket , and fell a second time on his knees .","('fall', 'tomber', 'caer')",0,6,0,35
120,"d’artagnan threw down a yet - smoking pistol which he held in his hand , and fell on his knees before his mistress . athos replaced his in his belt ; porthos and aramis , who held their drawn swords in their hands , returned them to their scabbards .","('fall', 'tomber', 'caer')",0,16,0,35
121,"he and neb had surveyed the coast for a distance of eight miles and consequently much beyond the place where the balloon had fallen the last time but one , a fall which was followed by the disappearance of the engineer and the dog top .","('fall', 'chute', 'caer')",2,31,2,10
122,"the young man uttered a cry , and fell by the side of his mistress as pale and as icy as herself .","('fall', 'tomber', 'caer')",0,8,0,35
123,"if he had survived from his fall , how was it that he had not found some means of making known his existence ?","('fall', 'chute', 'caer')",2,6,2,10
124,these words had hardly been exchanged between the engineer and his two companions when a body leaped over the palisade and fell on the ground inside the corral .,"('fall', 'tomber', 'caer')",1,21,0,34
125,"she was pale and fair , with long curls falling in profusion over her shoulders , had large , blue , languishing eyes , rosy lips , and hands of alabaster .","('fall', 'tomber', 'caer')",0,9,0,34
126,"the snow fell abundantly for several days , and it soon reached a thickness of two feet .","('fall', 'tomber', 'caer')",0,2,0,16
127,"scarcely had he gone ten steps when his ears began to tingle , a faintness seized him , a cloud of blood passed over his eyes , and he fell in the middle of the street , crying still , "" coward ! coward ! coward ! ""","('fall', 'tomber', 'caer')",0,29,0,34
128,"suddenly , after a space of time that i could not measure , i felt a shock . the raft had not struck against any hard resistance , but had suddenly been checked in its fall . a waterspout , an immense liquid column , was beating upon the surface of the waters . i was suffocating ! i was drowning !","('fall', 'chute', 'caer')",2,35,2,
129,"during the time which lord de winter took to shut the door , close a shutter , and draw a chair near to his sister - in - law ’s fauteuil , milady , anxiously thoughtful , plunged her glance into the depths of possibility , and discovered all the plan , of which she could not even obtain a glance as long as she was ignorant into whose hands she had fallen .","('fall', 'tomber', 'caer')",0,72,0,30
130,athos had dropped some words which proved that the conversation she had with the cardinal had fallen into outside ears ; but she could not suppose that he had dug a countermine so promptly and so boldly .,"('fall', 'tomber', 'caer')",0,16,0,
131,"at all events , she congratulated herself upon having fallen into the hands of her brother - in - law , with whom she reckoned she could deal very easily , rather than into the hands of an acknowledged and intelligent enemy .","('fall', 'tomber', 'caer')",0,9,0,30
132,"no animal had fallen into them , and yet the footprints in the neighborhood were very numerous , among others , certain very clear marks of claws .","('fall', 'tomber', 'caer')",0,3,0,
133,"when he had once passed the massive door covered with long square - headed nails , he fell into the midst of a troop of swordsmen , who crossed one another in their passage , calling out , quarreling , and playing tricks one with another .","('fall', 'tomber', 'caer')",0,17,0,
134,he immediately fell backward .,"('fall', 'tomber', 'caer')",0,2,0,34
135,"a long cloak of crimson velvet fell in graceful folds from his shoulders , disclosing in front the splendid baldric , from which was suspended a gigantic rapier .","('fall', 'tomber', 'caer')",0,6,0,34
136,"he struggled with the convicts , he called to ayrton , he poured forth entreaties to that mysterious being,--that powerful unknown protector,--whose image was stamped upon his mind ; then he again fell into a deep exhaustion which completely prostrated him .","('fall', 'tomber', 'caer')",1,32,0,14
137,"however he heard the noise of stones torn from the summit of the plateau by the wind , falling down on to the beach .","('fall', 'tomber', 'caer')",0,18,0,12
138,""" the executioner of lille , the executioner of lille ! "" cried milady , a prey to insensate terror , and clinging with her hands to the wall to avoid falling .","('fall', 'tomber', 'caer')",0,31,0,12
139,""" oh , grace , grace , pardon ! "" cried the wretch , falling on her knees .","('fall', 'tomber', 'caer')",0,14,0,35
140,the jaguar fell .,"('fall', 'tomber', 'caer')",0,2,0,18
