,text,sense,label,ind,new_label,wordnet_sense
22,"if it was mme . bonacieux and if she was returning to paris , why this fugitive rendezvous , why this simple exchange of a glance , why this lost kiss ?","('return', 'revenir', 'volver')",1,10,1,13
23,"the passenger bowed to fix , and returned to the steamer .","('return', 'retourner', 'volver')",2,7,2,13
24,"pencroft soon made a raft of wood , as he had done before , though if there was no fire it would be a useless task , and the raft following the current , they returned towards the chimneys .","('return', 'revenir', 'volver')",1,35,1,13
25,"as it was easy to land , the usual hunters of the colony , that is to say , herbert and gideon spilett , went for a ramble of two hours or so , and returned with several strings of wild duck and snipe .","('return', 'revenir', 'volver')",1,35,1,13
26,"following pencroft 's advice , it appeared best to take the road already traversed through the forest , and to return by another route .","('return', 'revenir', 'volver')",1,20,1,13
27,"on your return you were received by an august personage , and i perceive with pleasure that you preserve the souvenir she gave you . ""","('return', 'retour', 'volver')",5,2,3,2
28,"the nautilus did n't change direction . for the time being , then , we had to set aside any hope of returning to european seas . captain nemo kept his prow pointing south . where was he taking us ? i was afraid to guess .","('return', 'revenir', 'volver')",4,22,1,13
29,""" we mean , captain , "" answered pencroft , "" that on board the ' bonadventure ' we were very anxious during the few hours before our return , and we should have passed to windward of the island , if it had not been for the precaution you took of lighting a fire the night of the 19th of october , on prospect heights . ""","('return', 'retour', 'volver')",5,28,3,2
30,"from this moment on , for nineteen days from february 23 to march 12 , the nautilus stayed in the middle of the atlantic , hustling us along at a constant speed of 100 leagues every twenty - four hours . it was obvious that captain nemo wanted to carry out his underwater program , and i had no doubt that he intended , after doubling cape horn , to return to the pacific south seas .","('return', 'revenir', 'volver')",1,70,1,2
31,""" then he 's a sharp fellow , "" returned the consul , "" and counts on returning to london after putting the police of the two countries off his track . ""","('return', 'revenir', 'volver')",1,17,1,1
32,"she returned ; with her own hands cleared her knitting apparatus and a book or two from the table , to make room for the tray which leah now brought , and then herself handed me the refreshments .","('return', 'revenir', 'volver')",1,1,1,13
33,"nevertheless , i think that we should return to granite house by the south coast . ""","('return', 'revenir', 'volver')",1,7,1,13
34,"the reporter 's proposal , so strongly seconded by the sailor , received general approbation , for each wished to have their doubts set at rest , and by returning by claw cape the exploration would be ended .","('return', 'revenir', 'volver')",4,29,1,13
35,"as for her , she returned to her place with a smile of savage contempt upon her lips , and repeated , blaspheming , that terrible name of god , by whom she had just sworn without ever having learned to know him .","('return', 'revenir', 'volver')",1,5,1,13
36,"passepartout was now plunged into absorbing reverie . up to his arrival at bombay , he had entertained hopes that their journey would end there ; but , now that they were plainly whirling across india at full speed , a sudden change had come over the spirit of his dreams . his old vagabond nature returned to him ; the fantastic ideas of his youth once more took possession of him . he came to regard his master 's project as intended in good earnest , believed in the reality of the bet , and therefore in the tour of the world and the necessity of making it without fail within the designated period . already he began to worry about possible delays , and accidents which might happen on the way . he recognised himself as being personally interested in the wager , and trembled at the thought that he might have been the means of losing it by his unpardonable folly of the night before . being much less cool - headed than mr . fogg , he was much more restless , counting and recounting the days passed over , uttering maledictions when the train stopped , and accusing it of sluggishness , and mentally blaming mr . fogg for not having bribed the engineer . the worthy fellow was ignorant that , while it was possible by such means to hasten the rate of a steamer , it could not be done on the railway .","('return', 'revenir', 'volver')",1,56,1,21
37,"passepartout , not less surprised , rushed out and speedily returned , crying : "" monsieur , no more railway ! ""","('return', 'revenir', 'volver')",1,10,1,13
38,she should certainly return from her exile -- she did not doubt that a single instant ; but how long might this exile last ?,"('return', 'revenir', 'volver')",1,3,1,13
39,""" when you were returning from tabor island , pencroft , "" continued the engineer , "" you said that a fire appeared on lincoln island ? ""","('return', 'revenir', 'volver')",1,4,1,13
40,"but always , in the midst of these plans , prevailed the thought of a subsequent return to lincoln island .","('return', 'retour', 'volver')",5,16,3,2
41,m. de treville recommended everyone to return home and wait for news .,"('return', 'rentrer', 'volver')",0,6,0,1
42,"we shall see that on our return . ""","('return', 'retour', 'volver')",5,6,3,
43,""" thank you , monsieur , you are not brave enough to be of any use to me whatever , "" replied mme . bonacieux . "" i shall return very safely to the louvre all alone . ""","('return', 'retourner', 'volver')",2,29,2,
44,"he wished bernajoux a speedy convalescence , took leave of m. de la tremouille , returned to his hotel , and immediately sent word to the four friends that he awaited their company at dinner .","('return', 'rentrer', 'volver')",0,15,0,1
45,"then we will return with any who may wish to follow us to colonize it definitely , and endow the american republic with a useful station in this part of the pacific ocean ! ""","('return', 'revenir', 'volver')",1,3,1,2
46,""" oh , i resolved that it should take place as soon as possible . i had no doubt he would return the following night .","('return', 'revenir', 'volver')",1,21,1,13
47,"everything was finished , and the settlers had only to descend mount franklin to return to the chimneys , when pencroft cried out,--","('return', 'revenir', 'volver')",1,14,1,
48,"lean upon me , and let us return to the camp . ""","('return', 'retourner', 'volver')",2,7,2,13
49,the guardsman who had returned at the first discharge announced the death of his four companions .,"('return', 'revenir', 'volver')",1,4,1,13
50,"on leaving the plateau , the captain proposed to his companions to return to the chimneys by a new way .","('return', 'revenir', 'volver')",1,12,1,13
51,"cyrus harding returned to his companions , and said simply,--","('return', 'revenir', 'volver')",1,2,1,13
52,"m bonacieux had opened his door , and seeing the apartment , had returned to the man in the cloak , whom he had left alone for an instant .","('return', 'revenir', 'volver')",1,13,1,
53,""" she is gone , "" said he ; "" she must have returned to the louvre . ""","('return', 'retourner', 'volver')",2,13,2,13
54,"in half an hour the hunters returned with a few rock pigeons , which they roasted as well as they could .","('return', 'revenir', 'volver')",1,6,1,13
55,""" has returned to the louvre . ""","('return', 'retourner', 'volver')",2,2,2,
56,""" well , go quickly ! i will return soon to learn the result of your trip . ""","('return', 'revenir', 'volver')",1,8,1,
57,""" enough ! "" he called out in a few minutes . "" you play _ a little _ , i see ; like any other english school - girl ; perhaps rather better than some , but not well . "" i closed the piano and returned .","('return', 'revenir', 'volver')",1,47,1,13
58,""" american exchange , strand — to be left till called for . they are both from the guion steamship company , and refer to the sailing of their boats from liverpool . it is clear that this unfortunate man was about to return to new york . ""","('return', 'retourner', 'volver')",2,43,2,1
59,""" well ; buckingham heard by some means , no doubt , of my return . he spoke of me to lord de winter , already prejudiced against me , and told him that his sister - in - law was a prostitute , a branded woman .","('return', 'retour', 'volver')",5,14,3,1
60,"the settlers , wishing to return to the chimneys by the shortest way , descended towards the angle formed on the south by the junction of the lake 's bank .","('return', 'revenir', 'volver')",1,5,1,13
61,"to return to the chimneys , it was enough to cross the plateau obliquely for the space of a mile , and then to descend to the elbow formed by the first detour of the mercy .","('return', 'revenir', 'volver')",1,1,1,13
62,"prince dakkar , unable to find that death he courted , returned to the mountain fastnesses of bundelkund .","('return', 'revenir', 'volver')",1,11,1,
63,"and on this assurance , the four friends , who had finished their modest repast , separated , with the promise of meeting again that evening . d’artagnan returned to less important affairs , and the three musketeers repaired to the king ’s quarters , where they had to prepare their lodging .","('return', 'retourner', 'volver')",2,28,2,13
64,"he was unaware that the frenchman and his two companions had been miraculously cast on shore , that the fishermen of the lofoten islands had rendered them assistance , and that the professor , on his return to france , had published that work in which seven months of the strange and eventful navigation of the "" nautilus "" were narrated and exposed to the curiosity of the public .","('return', 'retour', 'volver')",5,36,3,1
65,d’artagnan returned .,"('return', 'revenir', 'volver')",1,1,1,
66,"pencroft and neb , during this time , had gone to fetch the boat , moored a few hundred feet higher up , on the bank of the mercy , and by the time they returned , ayrton was ready to start .","('return', 'revenir', 'volver')",1,35,1,
67,"i returned to the parsonage , very crestfallen . my uncle had beaten me with the weapons of science . still i had one hope left , and this was , that when we had reached the bottom of the crater it would be impossible , for want of a passage , to go deeper , in spite of all the saknussemm 's in iceland .","('return', 'revenir', 'volver')",1,1,1,
68,their companions returned to wait at the chimneys .,"('return', 'revenir', 'volver')",1,2,1,
69,"as to pencroft , he crouched down in a cleft of the rock , and awaited the return of his companion .","('return', 'retour', 'volver')",3,17,3,2
70,"and so , my friends , we return to paris ? bravo !","('return', 'retourner', 'volver')",2,7,2,1
71,""" i presume that she has returned to tours . ""","('return', 'retourner', 'volver')",2,6,2,
72,""" when we return to shore , jaded from all these natural wonders , "" conseil added , "" think how we 'll look down on those pitiful land masses , those puny works of man ! no , the civilized world wo n't be good enough for us ! ""","('return', 'revenir', 'volver')",1,3,1,13
73,"i could not have believed she would risk her liberty for me , and yet for what other cause could she have returned to paris ? ""","('return', 'revenir', 'volver')",1,22,1,13
74,"i went to my bedroom and followed his advice . when i returned with the pistol the table had been cleared , and holmes was engaged in his favourite occupation of scraping upon his violin .","('return', 'revenir', 'volver')",1,12,1,16
75,"on the evening of the 15th of april they returned to the chimneys , carrying with them the pottery , the furnace being extinguished until they could put it to a new use .","('return', 'revenir', 'volver')",1,9,1,
76,their return was marked by a fortunate incident ; the engineer discovered a substance which replaced tinder .,"('return', 'retour', 'volver')",3,1,3,2
77,""" but when you want to set out , do n't you have to return to the surface of the sea ? ""","('return', 'revenir', 'volver')",1,14,1,16
78,""" but how do you return to the ship ? ""","('return', 'revenir', 'volver')",4,5,1,
79,"i did n't tell my two companions about this new danger . there was no point in dampening the energy they were putting into our arduous rescue work . but when i returned on board , i mentioned this serious complication to captain nemo .","('return', 'revenir', 'volver')",4,32,1,16
80,"this instrument finished , the engineer returned to the beach , but as it was necessary to take the height of the pole from above a clear horizon , that is , a sea horizon , and as claw cape hid the southern horizon , he was obliged to look for a more suitable station .","('return', 'revenir', 'volver')",1,6,1,16
81,"i could not bear to return to the sordid village , where , besides , no prospect of aid was visible .","('return', 'retourner', 'volver')",2,5,2,13
82,""" when mrs . charpentier paused , "" the detective continued , "" i saw that the whole case hung upon one point . fixing her with my eye in a way which i always found effective with women , i asked her at what hour her son returned .","('return', 'rentrer', 'volver')",0,48,0,16
83,""" to return , captain ! "" answered pencroft quickly .","('return', 'revenir', 'volver')",1,2,1,13
84,""" to return , pencroft ? "" said the captain , with a smile . "" i know , it is true , your love for this island .","('return', 'revenir', 'volver')",1,2,1,
85,that evening the hunters returned to granite house quite exhausted .,"('return', 'revenir', 'volver')",1,4,1,
86,""" we propose to construct a vessel , "" said gideon spilett , "" sufficiently large to convey us to the nearest land ; but if we should succeed , sooner or later we shall return to lincoln island .","('return', 'revenir', 'volver')",1,35,1,13
87,"these measurements finished , cyrus harding and the lad returned to the chimneys .","('return', 'revenir', 'volver')",1,9,1,13
88,"often , on returning home from one of those mysterious and prolonged absences that gave rise to such strange conjecture among those who were his friends , or thought that they were so , he himself would creep upstairs to the locked room , open the door with the key that never left him now , and stand , with a mirror , in front of the portrait that basil hallward had painted of him , looking now at the evil and aging face on the canvas , and now at the fair young face that laughed back at him from the polished glass . the very sharpness of the contrast used to quicken his sense of pleasure . he grew more and more enamoured of his own beauty , more and more interested in the corruption of his own soul . he would examine with minute care , and sometimes with a monstrous and terrible delight , the hideous lines that seared the wrinkling forehead or crawled around the heavy sensual mouth , wondering sometimes which were the more horrible , the signs of sin or the signs of age . he would place his white hands beside the coarse bloated hands of the picture , and smile . he mocked the misshapen body and the failing limbs .","('return', 'revenir', 'volver')",4,3,1,13
89,"however , instead of returning on board as might have been expected , the boat coasted along the islet , so as to round its southern point .","('return', 'retourner', 'volver')",2,4,2,
90,"as to athos , he went out without any mystery , took his horse , which was tied with those of his friends to the fastenings of the shutters , in four words convinced the attendant of the necessity of a vanguard for their return , carefully examined the priming of his pistols , drew his sword , and took , like a forlorn hope , the road to the camp .","('return', 'retour', 'volver')",5,44,3,16
91,""" well ; now will you return with me ? ""","('return', 'revenir', 'volver')",1,6,1,13
92,"while d’artagnan was running through the streets and knocking at doors , aramis had joined his companions ; so that on returning home d’artagnan found the reunion complete .","('return', 'revenir', 'volver')",1,21,1,13
93,"let us leave him to follow the road to the camp protected by his esquire and the two musketeers , and return to athos .","('return', 'revenir', 'volver')",1,21,1,13
94,"for a hundred paces he maintained the speed at which he started ; but when out of sight he turned his horse to the right , made a circuit , and came back within twenty paces of a high hedge to watch the passage of the little troop . having recognized the laced hats of his companions and the golden fringe of the cardinal ’s cloak , he waited till the horsemen had turned the angle of the road , and having lost sight of them , he returned at a gallop to the inn , which was opened to him without hesitation .","('return', 'revenir', 'volver')",1,88,1,13
95,"cyrus harding and herbert , after having examined that part of the far west where the cycas grew , took their bearings , and returned to granite house , where they made known their discovery .","('return', 'revenir', 'volver')",1,24,1,
96,"the next day the settlers went to collect some , and returned to granite house with an ample supply of cycas stems .","('return', 'revenir', 'volver')",1,11,1,
97,""" well , "" thought fix , after a moment of anger , "" my warrant is not good here , but it will be in england . the rogue evidently intends to return to his own country , thinking he has thrown the police off his track . good ! i will follow him across the atlantic . as for the money , heaven grant there may be some left ! but the fellow has already spent in travelling , rewards , trials , bail , elephants , and all sorts of charges , more than five thousand pounds . yet , after all , the bank is rich ! ""","('return', 'revenir', 'volver')",1,33,1,13
98,"i will not speak of the sufferings we endured in our return . my uncle bore them with the angry impatience of a man obliged to own his weakness ; hans with the resignation of his passive nature ; i , i confess , with complaints and expressions of despair . i had no spirit to oppose this ill fortune .","('return', 'retour', 'volver')",3,11,3,
99,d’artagnan therefore returned to the rue ferou .,"('return', 'revenir', 'volver')",1,2,1,
100,"that done , pencroft returned to his work .","('return', 'revenir', 'volver')",1,4,1,13
101,"on the morning which followed his interview with the mormon prophet , john ferrier went in to salt lake city , and having found his acquaintance , who was bound for the nevada mountains , he entrusted him with his message to jefferson hope . in it he told the young man of the imminent danger which threatened them , and how necessary it was that he should return . having done thus he felt easier in his mind , and returned home with a lighter heart .","('return', 'rentrer', 'volver')",0,81,0,13
102,"the reporter broke off one or two of these stalks and returned to the lad , to whom he said,--","('return', 'revenir', 'volver')",1,11,1,13
103,""" shall you see him on your return , monsieur count ? ""","('return', 'retour', 'volver')",5,7,3,1
104,"the reporter and the lad secured a good store of the precious plant , and then returned to granite house , where they smuggled it in with as much precaution as if pencroft had been the most vigilant and severe of custom - house officers .","('return', 'revenir', 'volver')",1,16,1,16
105,"and pencroft returned to his work , not without uttering a sigh of regret , for every sailor is a born fisherman , and if the pleasure of fishing is in exact proportion to the size of the animal , one can judge how a whaler feels in sight of a whale .","('return', 'retourner', 'volver')",2,2,2,13
106,""" mr . rochester is not likely to return soon , i suppose ? ""","('return', 'revenir', 'volver')",1,8,1,13
107,"passepartout was dispatched in search of the steward , and soon returned with two packs of cards , some pins , counters , and a shelf covered with cloth . the game commenced . aouda understood whist sufficiently well , and even received some compliments on her playing from mr . fogg . as for the detective , he was simply an adept , and worthy of being matched against his present opponent .","('return', 'revenir', 'volver')",1,11,1,16
108,"however , before returning to the dockyard , cyrus harding conceived the idea of fabricating certain machines , which greatly excited the curiosity of his companions .","('return', 'rentrer', 'volver')",0,3,0,13
109,"m de treville , being informed of this by his eminence , packed his portmanteau ; and as without knowing the cause he knew the great desire and even imperative need which his friends had of returning to paris , it goes without saying that he fixed upon them to form part of the escort .","('return', 'revenir', 'volver')",1,36,1,13
110,"our return journey began . captain nemo resumed the lead in our little band , always heading forward without hesitation . i noted that we did n't follow the same path in returning to the nautilus . this new route , very steep and hence very arduous , quickly took us close to the surface of the sea . but this return to the upper strata was n't so sudden that decompression took place too quickly , which could have led to serious organic disorders and given us those internal injuries so fatal to divers . with great promptness , the light reappeared and grew stronger ; and the refraction of the sun , already low on the horizon , again ringed the edges of various objects with the entire color spectrum .","('return', 'revenir', 'volver')",4,32,1,13
111,"captain nemo stopped , straightened up , took a few steps along the platform , and returned to me :","('return', 'revenir', 'volver')",4,16,1,13
112,""" first , "" said he , "" i will make a calculation to ascertain our exact position . i hope , after our return , to draw a map of our journey , which will be in reality a vertical section of the globe , containing the track of our expedition . ""","('return', 'retour', 'volver')",5,24,3,1
113,"suppose that their vessel , once out at sea , should be unable to reach tabor island , and could not return to lincoln island , what would become of her in the midst of the pacific , so fruitful of disasters ?","('return', 'revenir', 'volver')",1,21,1,
114,"the boy returned with a telegram , which holmes handed to me . it ran : "" wire received . coming down with unsigned warrant . arrive five - forty.--lestrade . ""","('return', 'revenir', 'volver')",4,2,1,16
115,"cyrus harding and his companions , before returning to granite house , desired to ascertain the probable direction this inundation of lava was about to take .","('return', 'revenir', 'volver')",1,7,1,
116,"i returned to the lounge . the hatch closed , and i heard water hissing in the ballast tanks . the nautilus began to sink on a vertical line , because its propeller was in check and no longer furnished any forward motion .","('return', 'revenir', 'volver')",1,1,1,
117,"no one could tell , and much interested in this incident , harding and his companions returned to the chimneys .","('return', 'rentrer', 'volver')",0,16,0,
118,"dillon returned to calcutta . there he was able to interest the asiatic society and the east india company in his discovery . a ship named after the search was placed at his disposal , and he departed on january 23 , 1827 , accompanied by a french deputy .","('return', 'revenir', 'volver')",4,1,1,13
119,""" but if he should return ? ""","('return', 'revenir', 'volver')",1,5,1,
120,""" oh , he wo n’t return ; and if he should , he will be told that i have brought a woman with me , and that woman is in his apartment . ""","('return', 'revenir', 'volver')",1,6,1,16
121,"d’artagnan exchanged a shake of the hand with lord de winter , and then returned to milady .","('return', 'revenir', 'volver')",1,14,1,13
122,"how was i to return ? there was not a trace of their footsteps or of my own , for the foot left no mark upon the granite floor . i racked my brain for a solution of this impracticable problem . one word described my position . lost !","('return', 'revenir', 'volver')",4,4,1,13
123,"i returned to the lounge . the nautilus still emerged above the surface . a few morning gleams infiltrated the liquid strata . beneath the undulations of the billows , the windows were enlivened by the blushing of the rising sun . that dreadful day of june 2 had dawned .","('return', 'revenir', 'volver')",4,1,1,
124,""" amen ! "" said athos , "" and we will return to that subject later , if such be your pleasure ; but what for the moment engaged my attention most earnestly , and i am sure you will understand me , d’artagnan , was the getting from this woman a kind of carte blanche which she had extorted from the cardinal , and by means of which she could with impunity get rid of you and perhaps of us . ""","('return', 'revenir', 'volver')",1,11,1,
125,"when i returned to partial life my face was wet with tears . how long that state of insensibility had lasted i can not say . i had no means now of taking account of time . never was solitude equal to this , never had any living being been so utterly forsaken .","('return', 'revenir', 'volver')",1,2,1,15
126,"as soon as they had passed over the mercy bridge , the engineer raised it and returned , intending to put into execution a project for the performance of which he wished to be alone .","('return', 'revenir', 'volver')",1,16,1,16
127,"hardly , however , had he taken ten steps before he returned .","('return', 'revenir', 'volver')",1,11,1,
128,""" but when you held her in your power , why did you not drown her , strangle her , hang her ? "" said porthos . "" it is only the dead who do not return . ""","('return', 'revenir', 'volver')",1,36,1,15
129,"in the evening the hunters returned , having enjoyed good sport , and being literally loaded with game ; indeed , they had as much as four men could possibly carry .","('return', 'revenir', 'volver')",1,5,1,13
130,""" shall we return to the camp ? "" said porthos . "" i do n’t think the sides are equal . ""","('return', 'retourner', 'volver')",2,3,2,13
131,"the want of his animating influence appeared to be peculiarly felt one day that he had been summoned to millcote on business , and was not likely to return till late .","('return', 'revenir', 'volver')",1,28,1,
132,"i took one last look at the natural wonders and artistic treasures amassed in the museum , this unrivaled collection doomed to perish someday in the depths of the seas , together with its curator . i wanted to establish one supreme impression in my mind . i stayed there an hour , basking in the aura of the ceiling lights , passing in review the treasures shining in their glass cases . then i returned to my stateroom . there i dressed in sturdy seafaring clothes . i gathered my notes and packed them tenderly about my person . my heart was pounding mightily . i could n't curb its pulsations . my anxiety and agitation would certainly have given me away if captain nemo had seen me .","('return', 'revenir', 'volver')",1,75,1,
133,"further , this woman , as if not certain of the house she was seeking , lifted up her eyes to look around her , stopped , went backward , and then returned again .","('return', 'revenir', 'volver')",1,32,1,13
134,"it is a ray of daylight , i thought , sliding in through this cleft in the rock ! that is indeed the murmuring of waves ! that is the rustling noise of wind . am i quite mistaken , or have we returned to the surface of the earth ? has my uncle given up the expedition , or is it happily terminated ?","('return', 'revenir', 'volver')",4,43,1,13
135,sam went and returned .,"('return', 'rentrer', 'volver')",0,3,0,21
136,"the settlers went to the chimneys to take some pickaxes , iron - tipped spears , string made of fibers , flint and steel ; they then returned to the plateau , top accompanying them .","('return', 'retourner', 'volver')",2,27,2,21
137,""" but that ’s impossible ! he is at the siege of la rochelle with the cardinal . he will not return till after the taking of the city . ""","('return', 'revenir', 'volver')",1,21,1,13
138,"neb and herbert ran to the edge of the lake , shaded with pines and other green trees , and soon returned with some branches , which they made into torches .","('return', 'revenir', 'volver')",1,21,1,16
139,"it was decided that he should spend two days there , and return to granite house after having liberally supplied the stables .","('return', 'revenir', 'volver')",1,12,1,13
140,""" and if not today , then tomorrow , because we must n't wander too far off , "" conseil added . "" that 's why i propose that we return to the skiff . ""","('return', 'revenir', 'volver')",1,30,1,
141,"pencroft took leave of the two friends , and returned to his lodging , where young herbert brown had remained .","('return', 'retourner', 'volver')",2,9,2,13
142,"these conditions being agreed to , porthos took leave of mme . coquenard . the latter wished to detain him by darting certain tender glances ; but porthos urged the commands of duty , and the procurator ’s wife was obliged to give place to the king . the musketeer returned home hungry and in bad humor .","('return', 'rentrer', 'volver')",0,50,0,
143,"the next day , january 6 : nothing new on board . not a sound inside , not a sign of life . the skiff stayed alongside in the same place we had left it . we decided to return to gueboroa island . ned land hoped for better luck in his hunting than on the day before , and he wanted to visit a different part of the forest .","('return', 'retourner', 'volver')",2,39,2,13
144,""" and it 's very lucky , for if they had found the ' bonadventure ' , "" added herbert , "" they would have gone off in her , and we should have been prevented from returning to tabor island . ""","('return', 'retourner', 'volver')",2,37,2,13
145,"do not forget that he is certainly the author of the document , and he may , perhaps , know how far we may count on the return of the yacht ! ""","('return', 'retour', 'volver')",3,27,3,
146,""" you will return alone , then ? ""","('return', 'revenir', 'volver')",1,3,1,
147,the water which had left it could not return .,"('return', 'revenir', 'volver')",1,8,1,
148,"we were thoroughly satisfied with the results of our hunting . a gleeful ned proposed that we return the next day to this magic island , which he planned to depopulate of its every edible quadruped . but he was reckoning without events .","('return', 'revenir', 'volver')",4,17,1,16
149,""" what if we never return to it ? "" ned land added .","('return', 'retourner', 'volver')",2,5,2,16
150,"after a walk of a mile and a half , the shore presented no curve which would permit them to return to the north .","('return', 'revenir', 'volver')",1,20,1,13
151,"the good old beldame kept a profound silence . in the evening she returned , but without his supper . "" come along with me , "" said she , "" but do not speak a word . "" she took him by the arm , and walked with him about a quarter of a mile into the country , till they came to a lonely house surrounded with moats and gardens .","('return', 'revenir', 'volver')",1,13,1,16
152,"this mode of communication obliged them first to climb prospect heights , making a detour by the river 's bank , and then to descend two hundred feet through the passage , having to climb as far when they wished to return to the plateau .","('return', 'revenir', 'volver')",1,41,1,
153,"one day in the island , three or four to return , they might hope therefore that on the 17th they would again reach lincoln island .","('return', 'revenir', 'volver')",1,10,1,
154,""" what is it all about ? "" at last i cried , returning to myself .","('return', 'revenir', 'volver')",1,13,1,
155,"d’artagnan pursued his way . he had given his word not to watch mme . bonacieux , and if his life had depended upon the spot to which she was going or upon the person who should accompany her , d’artagnan would have returned home , since he had so promised .","('return', 'rentrer', 'volver')",0,43,0,13
156,"as the night before , d’artagnan did not return home till five o’clock in the morning .","('return', 'rentrer', 'volver')",0,8,0,16
157,"the sailor and his two companions returned to the shore , to the place where they had left the "" bonadventure . ""","('return', 'revenir', 'volver')",1,6,1,13
158,"as to d’artagnan , being at bottom a prudent youth , instead of returning home , went and dined with the gascon priest , who , at the time of the distress of the four friends , had given them a breakfast of chocolate .","('return', 'rentrer', 'volver')",0,13,0,13
159,"he passed them , then returned so as to meet them exactly before the samaritaine . which was illuminated by a lamp which threw its light over all that part of the bridge .","('return', 'revenir', 'volver')",1,5,1,
160,"be assured , then , of seeing me soon return . ""","('return', 'revenir', 'volver')",1,9,1,16
161,""" mr . spilett , "" then said pencroft , "" instead of returning on board , i think that it would be well to pass the night in this hut . ""","('return', 'retourner', 'volver')",2,13,2,13
162,""" in that case , "" said athos , "" planchet must receive seven hundred livres for going , and seven hundred livres for coming back ; and bazin , three hundred livres for going , and three hundred livres for returning -- that will reduce the sum to five thousand livres . we will each take a thousand livres to be employed as seems good , and we will leave a fund of a thousand livres under the guardianship of monsieur abbe here , for extraordinary occasions or common wants .","('return', 'revenir', 'volver')",1,41,1,16
163,""" now , "" continued he , addressing planchet , "" you have eight days to get an interview with lord de winter ; you have eight days to return -- in all sixteen days . if , on the sixteenth day after your departure , at eight o’clock in the evening you are not here , no money -- even if it be but five minutes past eight . ""","('return', 'revenir', 'volver')",1,29,1,16
164,pencroft and herbert then returned towards the west . their attention was first arrested by the snow - topped mountain which rose at a distance of six or seven miles .,"('return', 'retourner', 'volver')",2,4,2,13
165,"they then returned , following the southern crest of the granite platform , bordered by a long fringe of jagged rocks , of the most whimsical shapes .","('return', 'revenir', 'volver')",1,2,1,
