text,sense,label,ind,new_label
""" aramis , aramis ! "" cried d’artagnan , looking at his friend with an air of doubt .","('friend', 'ami', 'amigar')",0,12,0
"well , now , that would be a real fortune to us , my friend ; let us go back to the jew ’s again . ""","('friend', 'ami', 'amigar')",0,14,0
""" give me something to eat , my friends , and it will soon go off . you have fire , have n't you ? ""","('friend', 'ami', 'mío')",2,8,2
""" not so , if you please , my good friend -- not here , at least .","('friend', 'ami', 'amigar')",0,10,0
""" really , mr . holmes , this exceeds anything which i could have imagined , "" said dr . mortimer , gazing at my friend in amazement . "" i could understand anyone saying that the words were from a newspaper ; but that you should name which , and add that it came from the leading article , is really one of the most remarkable things which i have ever known . how did you do it ? ""","('friend', 'ami', 'amigar')",0,25,0
"you are my friend today ; tomorrow you will be no more to me than a shadow , or rather , even , you will no longer exist .","('friend', 'ami', 'amigar')",0,3,0
"ayrton had no further news of his friends , and relinquished all hope of ever seeing them again .","('friend', 'ami', 'amigo')",1,7,1
"aramis continued , "" and yet , while i do belong to the earth , i wish to speak of you -- of our friends . ""","('friend', 'ami', 'amigo')",1,24,1
""" and on my part , "" said d’artagnan , "" i wished to speak of you , but i find you so completely detached from everything ! to love you cry , ’ fie ! friends are shadows ! the world is a sepulcher ! ’ ""","('friend', 'ami', 'amigo')",1,36,1
at four o’clock the four friends were all assembled with athos .,"('friend', 'ami', 'amigo')",1,5,1
""" but as you are rich , jane , you have now , no doubt , friends who will look after you , and not suffer you to devote yourself to a blind lameter like me ? ""","('friend', 'ami', 'amigo')",1,16,1
""" so , my friends , you do not know yet whether fate has thrown us on an island , or on a continent ? ""","('friend', 'ami', 'mío')",2,4,2
"for nearly ten minutes he stood there , motionless , with parted lips and eyes strangely bright . he was dimly conscious that entirely fresh influences were at work within him . yet they seemed to him to have come really from himself . the few words that basil 's friend had said to him -- words spoken by chance , no doubt , and with wilful paradox in them-- had touched some secret chord that had never been touched before , but that he felt was now vibrating and throbbing to curious pulses .","('friend', 'ami', 'amigar')",0,50,0
""" monsieur , "" said athos , "" i have engaged two of my friends as seconds ; but these two friends are not yet come , at which i am astonished , as it is not at all their custom . ""","('friend', 'ami', 'amigo')",1,21,1
""" i have no seconds on my part , monsieur , "" said d’artagnan ; "" for having only arrived yesterday in paris , i as yet know no one but monsieur de treville , to whom i was recommended by my father , who has the honor to be , in some degree , one of his friends . ""","('friend', 'ami', 'amigo')",1,58,1
"come , my friend , come , let me embrace you . happiness almost stifles me ! ""","('friend', 'ami', 'amigar')",0,3,0
"the two friends began to dance around the venerable st . chrysostom , kicking about famously the sheets of the thesis , which had fallen on the floor .","('friend', 'ami', 'amigo')",1,2,1
""" my friends , "" said he , "" our situation is , perhaps , deplorable ; but , at any rate , it is very plain .","('friend', 'ami', 'mío')",2,2,2
"ah ! if ever a reporter found himself face to face with a mystery , it is i who now speak to you , my friends ! ""","('friend', 'ami', 'mío')",2,25,2
"then aloud , "" the friend of that wretch is capable of everything . ""","('friend', 'ami', 'amigar')",0,5,0
""" you see , my friend , it 's an issue of the monster , the notorious narwhale . we 're going to rid the seas of it ! the author of a two - volume work , in quarto , on the mysteries of the great ocean depths has no excuse for not setting sail with commander farragut . it 's a glorious mission but also a dangerous one ! we do n't know where it will take us ! these beasts can be quite unpredictable ! but we 're going just the same ! we have a commander who 's game for anything ! ""","('friend', 'ami', 'amigar')",0,5,0
"god is my father ; god is my friend : i love him ; i believe he loves me . ""","('friend', 'ami', 'amigar')",0,8,0
"dorian gray turned and looked at him . "" i believe you would , basil . you like your art better than your friends . i am no more to you than a green bronze figure . hardly as much , i dare say . ""","('friend', 'ami', 'amigo')",1,23,1
""" not for the world , my dear watson . i am perfectly satisfied with your company if you will tolerate mine . our friends are wise , for it is certainly a very fine morning for a walk . ""","('friend', 'ami', 'amigo')",1,24,1
"hallward turned pale and caught his hand . "" dorian ! dorian ! "" he cried , "" do n't talk like that . i have never had such a friend as you , and i shall never have such another . you are not jealous of material things , are you?-- you who are finer than any of them ! ""","('friend', 'ami', 'amigar')",0,30,0
"he quickened his pace until we had decreased the distance which divided us by about half . then , still keeping a hundred yards behind , we followed into oxford street and so down regent street . once our friends stopped and stared into a shop window , upon which holmes did the same . an instant afterwards he gave a little cry of satisfaction , and , following the direction of his eager eyes , i saw that a hansom cab with a man inside which had halted on the other side of the street was now proceeding slowly onward again .","('friend', 'ami', 'amigo')",1,39,1
""" harry , i ca n't quarrel with my two best friends at once , but between you both you have made me hate the finest piece of work i have ever done , and i will destroy it . what is it but canvas and colour ? i will not let it come across our three lives and mar them . ""","('friend', 'ami', 'amigo')",1,11,1
""" here are forty double pistoles , my dear friend , "" said d’artagnan , taking the sum from his pocket ; "" i know that is the coin in which you were paid for your poems . ""","('friend', 'ami', 'amigar')",0,9,0
"meanwhile the reddish light guiding us had expanded and inflamed the horizon . the presence of this furnace under the waters had me extremely puzzled . was it some sort of electrical discharge ? was i approaching some natural phenomenon still unknown to scientists on shore ? or , rather ( and this thought did cross my mind ) , had the hand of man intervened in that blaze ? had human beings fanned those flames ? in these deep strata would i meet up with more of captain nemo 's companions , friends he was about to visit who led lives as strange as his own ? would i find a whole colony of exiles down here , men tired of the world 's woes , men who had sought and found independence in the ocean 's lower depths ? all these insane , inadmissible ideas dogged me , and in this frame of mind , continually excited by the series of wonders passing before my eyes , i would n't have been surprised to find on this sea bottom one of those underwater towns captain nemo dreamed about !","('friend', 'ami', 'amigo')",1,93,1
"they took leave of each other , and in ten minutes , after having commended his friend to the cares of the hostess and bazin , d’artagnan was trotting along in the direction of amiens .","('friend', 'ami', 'amigar')",0,16,0
""" let us go to the theatre to - night , "" said lord henry . "" there is sure to be something on , somewhere . i have promised to dine at white 's , but it is only with an old friend , so i can send him a wire to say that i am ill , or that i am prevented from coming in consequence of a subsequent engagement . i think that would be a rather nice excuse : it would have all the surprise of candour . ""","('friend', 'ami', 'amigar')",0,43,0
""" you forget , my friends , "" then said cyrus harding , "" that ayrton was not in possession of his reason during the last years of his stay there .","('friend', 'ami', 'mío')",2,5,2
"of all his friends , athos was the eldest , and the least resembling him in appearance , in his tastes and sympathies .","('friend', 'ami', 'amigo')",1,3,1
"near the louvre the four friends met with m. de treville , who was returning from st . germain ; he stopped them to offer his compliments upon their appointments , which in an instant drew round them a hundred gapers .","('friend', 'ami', 'amigo')",1,5,1
"they apply to friends , i suppose : i have no friends .","('friend', 'ami', 'amigo')",1,3,1
"they apply to friends , i suppose : i have no friends .","('friend', 'ami', 'amigo')",1,11,1
"there are many others who have no friends , who must look about for themselves and be their own helpers ; and what is their resource ? ""","('friend', 'ami', 'amigo')",1,7,1
""" therefore , my friends , "" said the engineer , "" we ought to take the necessary precautions for making our presence and that of ayrton on lincoln island known at tabor island . ""","('friend', 'ami', 'mío')",2,4,2
"a short gallop brought them to the road of chaillot ; the day began to decline , carriages were passing and repassing . d’artagnan , keeping at some distance from his friends , darted a scrutinizing glance into every carriage that appeared , but saw no face with which he was acquainted .","('friend', 'ami', 'amigo')",1,31,1
"at this moment the clock of la samaritaine struck six ; the four friends pleaded an engagement , and took leave of m. de treville .","('friend', 'ami', 'amigo')",1,13,1
"i 'm writing of this bold companion as i currently know him . because we 've become old friends , united in that permanent comradeship born and cemented during only the most frightful crises ! ah , my gallant ned ! i ask only to live 100 years more , the longer to remember you !","('friend', 'ami', 'amigo')",1,18,1
"but still further , his education had been so little neglected , even with respect to scholastic studies , so rare at this time among gentlemen , that he smiled at the scraps of latin which aramis sported and which porthos pretended to understand . two or three times , even , to the great astonishment of his friends , he had , when aramis allowed some rudimental error to escape him , replaced a verb in its right tense and a noun in its case .","('friend', 'ami', 'amigo')",1,58,1
"if the four friends were assembled at one of these moments , a word , thrown forth occasionally with a violent effort , was the share athos furnished to the conversation .","('friend', 'ami', 'amigo')",1,3,1
athos never received any letters ; athos never had concerns which all his friends did not know .,"('friend', 'ami', 'amigo')",1,13,1
""" so then , my friends , since we have this chance of returning to our country , we must wait patiently , and if it is taken from us we shall see what will be best to do . ""","('friend', 'ami', 'mío')",2,5,2
""" the name of this creek , my friends ?","('friend', 'ami', 'amigo')",1,8,1
""" no , pencroft , "" replied the engineer , "" it will be because we are far from all that a man holds dearest in the world , his family , his friends , his native land ! ""","('friend', 'ami', 'amigo')",1,33,1
""" ah , that settles it . mrs . oldmore , too ; i seem to remember the name . excuse my curiosity , but often in calling upon one friend one finds another . ""","('friend', 'ami', 'amigar')",0,30,0
"d’artagnan ’s friends reminded him that he had a visit to pay , but at the same time bade him observe that there was yet time to retract .","('friend', 'ami', 'amigo')",1,2,1
"his conduct toward milady bore a strong resemblance to treachery , and he was very suspicious of the political relations which existed between that woman and the cardinal . still further , de wardes , whom he had treated so ill , was one of the tools of his eminence ; and d’artagnan knew that while his eminence was terrible to his enemies , he was strongly attached to his friends .","('friend', 'ami', 'amigo')",1,70,1
""" fortunately , "" added he , "" my good friends are down yonder , and they will not allow me to be carried away without a struggle .","('friend', 'ami', 'amigo')",1,10,1
"nevertheless , monsieur de treville ’s company of musketeers alone can not maintain a war against the cardinal , who disposes of the forces of all france , and before whom the queen is without power and the king without will . d’artagnan , my friend , you are brave , you are prudent , you have excellent qualities ; but the women will ruin you ! ""","('friend', 'ami', 'amigar')",0,45,0
""" well , my friend , "" said the detective , coming up with him , "" is your passport visaed ? ""","('friend', 'ami', 'amigar')",0,4,0
"that gentleman , your friend , defended himself desperately .","('friend', 'ami', 'amigar')",0,4,0
how many of their friends must have fallen in the struggle ?,"('friend', 'ami', 'amigo')",1,4,1
"monsieur your friend ( pardon for not calling him by the honorable name which no doubt he bears , but we do not know that name ) , monsieur your friend , having disabled two men with his pistols , retreated fighting with his sword , with which he disabled one of my men , and stunned me with a blow of the flat side of it . ""","('friend', 'ami', 'amigar')",0,2,0
"monsieur your friend ( pardon for not calling him by the honorable name which no doubt he bears , but we do not know that name ) , monsieur your friend , having disabled two men with his pistols , retreated fighting with his sword , with which he disabled one of my men , and stunned me with a blow of the flat side of it . ""","('friend', 'ami', 'amigar')",0,30,0
""" i think , therefore , my friend , that since we have to rebuild our vessel it will be best to give her larger dimensions .","('friend', 'ami', 'amigar')",0,7,0
""" dear me ! it is a stake for which a man might well play a desperate game . and one more question , dr . mortimer . supposing that anything happened to our young friend here -- you will forgive the unpleasant hypothesis!--who would inherit the estate ? ""","('friend', 'ami', 'amigar')",0,35,0
"we hastened to obey this order ; for you will please to understand , monsieur , we were disposed to do everything your friend could desire .","('friend', 'ami', 'amigar')",0,23,0
""" not quite , my friends ! "" i replied . "" it was the tide , merely the tide , which wellnigh caught us by surprise just as it did sir walter scott 's hero ! the ocean outside is rising , and by a perfectly natural law of balance , the level of this lake is also rising . we 've gotten off with a mild dunking . let 's go change clothes on the nautilus . ""","('friend', 'ami', 'mío')",2,5,2
""" if my friend would undertake it there is no man who is better worth having at your side when you are in a tight place . no one can say so more confidently than i. ""","('friend', 'ami', 'amigar')",0,3,0
""" nothing easier . i received not long ago a map from my friend , augustus petermann , at liepzig . nothing could be more apropos . take down the third atlas in the second shelf in the large bookcase , series z , plate 4 . ""","('friend', 'ami', 'amigar')",0,13,0
"if your friend remains another week in my cellar i shall be a ruined man . ""","('friend', 'ami', 'amigar')",0,2,0
""" and now , "" said gideon spilett , "" since the jaguar has left its abode , i do not see , my friends , why we should not take possession of it for the night . ""","('friend', 'ami', 'amigo')",1,24,1
""" if i am not yet a musketeer , "" said he to his new friends , as he passed through the gateway of m. de treville ’s hotel , "" at least i have entered upon my apprenticeship , have n’t i ? ""","('friend', 'ami', 'amigo')",1,15,1
"rochefort called him his friend , his dear bonacieux , and never ceased telling him that the cardinal had a great respect for him .","('friend', 'ami', 'amigar')",0,4,0
"on her side mme . bonacieux had also reflected ; but , it must be admitted , upon something widely different from ambition . in spite of herself her thoughts constantly reverted to that handsome young man who was so brave and appeared to be so much in love . married at eighteen to m. bonacieux , having always lived among her husband ’s friends -- people little capable of inspiring any sentiment whatever in a young woman whose heart was above her position -- mme . bonacieux had remained insensible to vulgar seductions ; but at this period the title of gentleman had great influence with the citizen class , and d’artagnan was a gentleman . besides , he wore the uniform of the guards , which next to that of the musketeers was most admired by the ladies .","('friend', 'ami', 'amigo')",1,64,1
""" then , i will presume to say that all my friends are in the king ’s musketeers and guards , and that by an inconceivable fatality my enemies are in the service of your eminence ; i should , therefore , be ill received here and ill regarded there if i accepted what monseigneur offers me . ""","('friend', 'ami', 'amigo')",1,11,1
""" mistrust yourself , john , "" said he . "" i have placed reliance upon you , my friend . beware !","('friend', 'ami', 'amigar')",0,19,0
""" well , well , "" said the cardinal , "" i do n’t wish you any ill ; but you must be aware that it is quite trouble enough to defend and recompense our friends . we owe nothing to our enemies ; and let me give you a piece of advice ; take care of yourself , monsieur d’artagnan , for from the moment i withdraw my hand from behind you , i would not give an obolus for your life . ""","('friend', 'ami', 'amigo')",1,35,1
""" i fear you are right , "" answered mr . erskine . "" i myself used to have literary ambitions , but i gave them up long ago . and now , my dear young friend , if you will allow me to call you so , may i ask if you really meant all that you said to us at lunch ? ""","('friend', 'ami', 'amigar')",0,36,0
""" yes , "" cried d’artagnan , raising his voice in turn , "" i am here , my friend . ""","('friend', 'ami', 'amigar')",0,19,0
never have i seen my friend more completely taken aback than by the cabman 's reply . for an instant he sat in silent amazement . then he burst into a hearty laugh .,"('friend', 'ami', 'amigar')",0,5,0
"my lackey and i will have three shots at you , and you will get as many from the cellar . you will then have our swords , with which , i can assure you , my friend and i can play tolerably well .","('friend', 'ami', 'amigar')",0,37,0
""" friend pencroft , "" answered the engineer , laughing , "" whether just or not , we must submit to it , and here lies the reason for this peculiarity .","('friend', 'ami', 'amigar')",0,1,0
""" d’artagnan , sire ; he is the son of one of my oldest friends -- the son of a man who served under the king your father , of glorious memory , in the civil war . ""","('friend', 'ami', 'amigo')",1,14,1
""" i 'm unable to say , my friend . ""","('friend', 'ami', 'amigar')",0,8,0
""" ah ! that is one of harry 's views , is n't it , mr . gray ? i always hear harry 's views from his friends . it is the only way i get to know of them . but you must not think i do n't like good music . i adore it , but i am afraid of it . it makes me too romantic . i have simply worshipped pianists-- two at a time , sometimes , harry tells me . i do n't know what it is about them . perhaps it is that they are foreigners . they all are , ai n't they ? even those that are born in england become foreigners after a time , do n't they ? it is so clever of them , and such a compliment to art . makes it quite cosmopolitan , does n't it ?","('friend', 'ami', 'amigo')",1,27,1
"at the first sound of the morning trumpet the friends separated ; the musketeers hastening to the hotel of m. de treville , the guards to that of m. dessessart .","('friend', 'ami', 'amigo')",1,9,1
""" you speak of friends , jane ? "" he asked .","('friend', 'ami', 'amigo')",1,4,1
""" by no means . you could not make a greater mistake . if they are innocent it would be a cruel injustice , and if they are guilty we should be giving up all chance of bringing it home to them . no , no , we will preserve them upon our list of suspects . then there is a groom at the hall , if i remember right . there are two moorland farmers . there is our friend dr . mortimer , whom i believe to be entirely honest , and there is his wife , of whom we know nothing . there is this naturalist , stapleton , and there is his sister , who is said to be a young lady of attractions . there is mr . frankland , of lafter hall , who is also an unknown factor , and there are one or two other neighbours . these are the folk who must be your very special study . ""","('friend', 'ami', 'amigar')",0,80,0
""" my friends , i think it my duty to call your attention to certain incidents which have occurred in the island , on the subject of which i shall be happy to have your advice .","('friend', 'ami', 'mío')",2,2,2
"do you hear that , madame ? i am the friend of the great cardinal ! ""","('friend', 'ami', 'amigar')",0,10,0
our friends had already secured a first - class carriage and were waiting for us upon the platform .,"('friend', 'ami', 'amigo')",1,1,1
"the host armed himself with a spit , and rushed into the chamber occupied by the two friends .","('friend', 'ami', 'amigo')",1,17,1
"the two friends -- for they were such -- no longer prowled round the opening of the inner well , nor did they bark or whine in that singular way which from the first the engineer had noticed .","('friend', 'ami', 'amigo')",1,2,1
""" it depends upon the breed of men quite as much as on the county , "" said dr . mortimer . "" a glance at our friend here reveals the rounded head of the celt , which carries inside it the celtic enthusiasm and power of attachment . poor sir charles 's head was of a very rare type , half gaelic , half ivernian in its characteristics . but you were very young when you last saw baskerville hall , were you not ? ""","('friend', 'ami', 'amigar')",0,27,0
""" well , my friends , "" resumed the engineer , "" a last fact has just been added to these , and it is no less incomprehensible than the others ! ""","('friend', 'ami', 'mío')",2,4,2
""" i agree with our friend ned , "" conseil said , "" and i 'm waiting to hear how master will reply to him . ""","('friend', 'ami', 'amigar')",0,5,0
""" master will reply , my friends , that baleen whales are localized , according to species , within certain seas that they never leave . and if one of these animals went from the bering strait to the davis strait , it 's quite simply because there 's some passageway from the one sea to the other , either along the coasts of canada or siberia . ""","('friend', 'ami', 'mío')",2,6,2
""" from him , and from my friend the comte de rochefort . ""","('friend', 'ami', 'amigar')",0,7,0
""" my dear friend , "" said d’artagnan , "" if you annoy us in this manner we will all four go and shut ourselves up in your cellar , and we will see if the mischief is as great as you say . ""","('friend', 'ami', 'amigar')",0,3,0
""" well , my friends , "" replied cyrus harding , "" during the night of the 19th of october , neither neb nor i lighted any fire on the coast . ""","('friend', 'ami', 'mío')",2,4,2
"it was of this detachment , sent as a vanguard , that our friend d’artagnan formed a part .","('friend', 'ami', 'amigar')",0,13,0
"now , whenever the king halted , the musketeers halted . it followed that d’artagnan , who was as yet purely and simply in the guards , found himself , for the time at least , separated from his good friends -- athos , porthos , and aramis . this separation , which was no more than an unpleasant circumstance , would have certainly become a cause of serious uneasiness if he had been able to guess by what unknown dangers he was surrounded .","('friend', 'ami', 'amigo')",1,40,1
""" my friends , "" said he , "" i do not think i am mistaken in giving to the shore of the island a circumference of more than a hundred miles . ""","('friend', 'ami', 'amigo')",1,2,1
"as , however , he did not fall , as he did not declare himself conquered , but only broke away toward the hotel of m. de la tremouille , in whose service he had a relative , d’artagnan was ignorant of the seriousness of the last wound his adversary had received , and pressing him warmly , without doubt would soon have completed his work with a third blow , when the noise which arose from the street being heard in the tennis court , two of the friends of the guardsman , who had seen him go out after exchanging some words with d’artagnan , rushed , sword in hand , from the court , and fell upon the conqueror .","('friend', 'ami', 'amigo')",1,89,1
""" it can only be explained in that way , my friends , "" replied harding quickly , "" and i understand now how ayrton was able to point out exactly the situation of tabor island , since the events which had preceded his being left on the island had made it known to him . ""","('friend', 'ami', 'mío')",2,11,2
""" that ’s well ! "" said athos , filling his glass and that of his friend ; "" here ’s to porthos and aramis ! but you , d’artagnan , what is the matter with you , and what has happened to you personally ?","('friend', 'ami', 'amigar')",0,16,0
""" but ned my friend , "" conseil said , "" why not ask captain nemo for permission to hunt-- ""","('friend', 'ami', 'amigar')",0,4,0
"amongst other documents , a sheet of paper , carefully folded , bore the heading of the danish consulate with the signature of w. christiensen , consul at hamburg and the professor 's friend . with this we possessed the proper introductions to the governor of iceland .","('friend', 'ami', 'amigar')",0,33,0
""" well , "" said she , returning the knife to the young officer , "" this is fine and good steel . you are a faithful friend , felton . ""","('friend', 'ami', 'amigar')",0,27,0
"the curator of this curious establishment , in which wonders are gathered together out of which the ancient history of the country might be reconstructed by means of its stone weapons , its cups and its jewels , was a learned savant , the friend of the danish consul at hamburg , professor thomsen .","('friend', 'ami', 'amigar')",0,44,0
"while lord henry sat dreaming on these things , a knock came to the door , and his valet entered and reminded him it was time to dress for dinner . he got up and looked out into the street . the sunset had smitten into scarlet gold the upper windows of the houses opposite . the panes glowed like plates of heated metal . the sky above was like a faded rose . he thought of his friend 's young fiery - coloured life and wondered how it was all going to end .","('friend', 'ami', 'amigar')",0,78,0
""" you will , i am sure , excuse my presumption , dr . watson , "" said he , as he came panting up to where i stood . "" here on the moor we are homely folk and do not wait for formal introductions . you may possibly have heard my name from our mutual friend , mortimer . i am stapleton , of merripit house . ""","('friend', 'ami', 'amigar')",0,57,0
""" my friend mortimer told me . ""","('friend', 'ami', 'amigar')",0,2,0
""" here , my friends , is the small corner of land upon which the hand of the almighty has thrown us .","('friend', 'ami', 'mío')",2,4,2
"he wished bernajoux a speedy convalescence , took leave of m. de la tremouille , returned to his hotel , and immediately sent word to the four friends that he awaited their company at dinner .","('friend', 'ami', 'amigo')",1,27,1
""" or one of my friends , what matters ? ""","('friend', 'ami', 'amigo')",1,5,1
""" i assure you that i am simply here upon a visit to my friend , sir henry , and that i need no help of any kind . ""","('friend', 'ami', 'amigar')",0,14,0
""" one minute , my friends , "" said the engineer . "" it seems to me it would be a good thing to give a name to this island , as well as to , the capes , promontories , and watercourses , which we can see .","('friend', 'ami', 'mío')",2,5,2
""" friends always forget those whom fortune forsakes , "" i murmured , as i undrew the bolt and passed out .","('friend', 'ami', 'amigo')",1,1,1
"one of my friends -- one of my friends , please to observe , not myself , "" said athos , interrupting himself with a melancholy smile , "" one of the counts of my province -- that is to say , of berry -- noble as a dandolo or a montmorency , at twenty - five years of age fell in love with a girl of sixteen , beautiful as fancy can paint .","('friend', 'ami', 'amigo')",1,3,1
"one of my friends -- one of my friends , please to observe , not myself , "" said athos , interrupting himself with a melancholy smile , "" one of the counts of my province -- that is to say , of berry -- noble as a dandolo or a montmorency , at twenty - five years of age fell in love with a girl of sixteen , beautiful as fancy can paint .","('friend', 'ami', 'amigo')",1,8,1
"my friend , who was seigneur of the country , might have seduced her , or taken her by force , at his will -- for he was master . who would have come to the assistance of two strangers , two unknown persons ?","('friend', 'ami', 'amigar')",0,1,0
""" calm yourself , ned my friend , "" conseil replied serenely . "" do n't flare up so quickly ! we are n't in a kettle yet ! ""","('friend', 'ami', 'amigar')",0,6,0
"mary 's is a clergyman , a college friend of her brother 's , and , from his attainments and principles , worthy of the connection .","('friend', 'ami', 'amigar')",0,8,0
"we might give to that vast bay on the east the name of union bay , for example ; to that large hollow on the south , washington bay ; to the mountain upon which we are standing , that of mount franklin ; to that lake which is extended under our eyes , that of lake grant ; nothing could be better , my friends .","('friend', 'ami', 'mío')",2,65,2
"what do you think , my friends ? ""","('friend', 'ami', 'mío')",2,6,2
""" you have a new friend , i hear . who is he ? why have you not told me about him ? he means you no good . ""","('friend', 'ami', 'amigar')",0,5,0
""" what we shall do , my friends ? what we ought to do is this:--we will communicate with the ship , we will take our passage on board her , and we will leave our island , after having taken possession of it in the name of the united states .","('friend', 'ami', 'mío')",2,7,2
""" good ! "" exclaimed passepartout . "" take him , friend . kiouni is a brave and faithful beast . "" and , going up to the elephant , he gave him several lumps of sugar , saying , "" here , kiouni , here , here . ""","('friend', 'ami', 'amigar')",0,11,0
""" my friends , "" at last said cyrus harding , "" there is only one thing to be done at present ; wait for day , and then act according to circumstances .","('friend', 'ami', 'amigo')",1,2,1
""" no , monsieur ; i speak of the prop of the state , of my only servant , of my only friend -- of the cardinal . ""","('friend', 'ami', 'amigar')",0,22,0
""" i should like to meet him , "" i said . "" if i am to lodge with anyone , i should prefer a man of studious and quiet habits . i am not strong enough yet to stand much noise or excitement . i had enough of both in afghanistan to last me for the remainder of my natural existence . how could i meet this friend of yours ? ""","('friend', 'ami', 'amigar')",0,68,0
""" my friends , "" i said , "" we must n't despair . we 've gotten out of tighter spots . so please do me the favor of waiting a bit before you form your views on the commander and crew of this boat . ""","('friend', 'ami', 'mío')",2,2,2
"all this doubt only gave rise to a more lively desire of arriving at a certainty , and he went into his friend ’s chamber with a fixed determination of renewing the conversation of the preceding evening ; but he found athos quite himself again -- that is to say , the most shrewd and impenetrable of men .","('friend', 'ami', 'amigar')",0,22,0
while saying this he looked at his friend with an earnestness that embarrassed him .,"('friend', 'ami', 'amigar')",0,7,0
""" but i ca n't forget them , miss stapleton , "" said i. "" i am sir henry 's friend , and his welfare is a very close concern of mine . tell me why it was that you were so eager that sir henry should return to london . ""","('friend', 'ami', 'amigar')",0,20,0
"d’artagnan , as we have said , had become more tranquil , as always happens after a past danger , particularly when the danger seems to have vanished . he only felt one uneasiness , and that was at not hearing any tidings from his friends .","('friend', 'ami', 'amigo')",1,45,1
""" let us go , "" said she , "" i place full confidence in you , my friend ! ""","('friend', 'ami', 'amigar')",0,18,0
