text,sense,label,ind,new_label
"perceiving their danger , the passengers cast away the last articles which still weighed down the car , the few provisions they had kept , everything , even to their pocket - knives , and one of them , having hoisted himself on to the circles which united the cords of the net , tried to secure more firmly the lower point of the balloon .","('keep', 'conserver', 'conservar')",2,23,2
"but i kept this objection to myself , and waited the course of events .","('keep', 'conserver', 'conservar')",0,2,2
"neb and pencroft were first of all told to extract the grease from the dugong , and to keep the flesh , which was destined for food .","('keep', 'conserver', 'conservar')",2,18,2
"it was he who , after the affair of the black river , determined at any cost to keep his place at the wicket of the telegraph office , and after having announced to his journal the result of the battle , telegraphed for two hours the first chapters of the bible .","('keep', 'conserver', 'conservar')",2,18,2
"the sailor was wounded himself , but his wound was insignificant , as were those of his companions ; for thanks to their firearms they had been almost always able to keep their assailants at a distance .","('keep', 'tenir', 'mantener')",1,31,1
"and passepartout 's famous family watch , which had always kept london time , would have betrayed this fact , if it had marked the days as well as the hours and the minutes !","('keep', 'conserver', 'conservar')",2,10,2
"as long as he was in the city , planchet kept at the respectful distance he had imposed upon himself ; but as soon as the road began to be more lonely and dark , he drew softly nearer , so that when they entered the bois de boulogne he found himself riding quite naturally side by side with his master .","('keep', 'conserver', 'conservar')",0,10,2
"at last the mouse , who seemed to be a person of authority among them , called out , ' sit down , all of you , and listen to me ! i 'll soon make you dry enough ! ' they all sat down at once , in a large ring , with the mouse in the middle . alice kept her eyes anxiously fixed on it , for she felt sure she would catch a bad cold if she did not get dry very soon .","('keep', 'tenir', 'mantener')",1,61,1
""" i doubt it , "" replied the sailor , shaking his head , "" for neither neb nor captain harding smoke , and i believe that mr . spilett would rather keep his note - book than his match - box . ""","('keep', 'conserver', 'conservar')",2,32,2
""" and i keep my word .","('keep', 'tenir', 'mantener')",1,3,1
"the first movement of d’artagnan was to return it , but milady added , "" no , no ! keep that ring for love of me .","('keep', 'conserver', 'conservar')",0,19,2
"we must mention , however , a note - book and a watch which gideon spilett had kept , doubtless by inadvertence , not a weapon , not a tool , not even a pocket - knife ; for while in the car they had thrown out everything to lighten the balloon .","('keep', 'conserver', 'conservar')",2,17,2
"not a word about the sapphire . was the gascon determined to keep it as a weapon against milady , or else , let us be frank , did he not reserve the sapphire as a last resource for his outfit ?","('keep', 'conserver', 'conservar')",0,12,2
"the strings of couroucous were kept for the next day , but they plucked a couple of grouse , which were soon spitted on a stick , and roasting before a blazing fire .","('keep', 'conserver', 'conservar')",2,5,2
"but let us be quick -- the king may change his mind in an hour ; and at all events it is more difficult to replace a man in the fort l’eveque or the bastille who has got out , than to keep a prisoner there who is in . ""","('keep', 'conserver', 'conservar')",0,42,2
